id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
148,Determination of Road Traffic Accidents in Abuja Nigeria Using Mobile Application Based on Spatiotemporal Technique,Shuni S.L.,2021-01-01,,,10.1109/ICMEAS52683.2021.9692378,SCOPUS_ID:85126888791
149,Using EEG to detect driving fatigue based on common spatial pattern and support vector machine,WANG L.,2021-01-01,29,1429-1444,10.3906/elk-2008-83,SCOPUS_ID:85108371617
150,"Traffic crashes in Dhaka, Bangladesh: analysing crashes involving unconventional modes, pedestrians and public transit",Saha B.,2021-01-01,28,347-359,10.1080/17457300.2021.1928230,SCOPUS_ID:85107366440
151,The application of geographic information system as an intelligent system towards emergency responses in road traffic accident in ibadan,Audu A.A.,2021-01-01,15,1-17,10.4102/jtscm.v15i0.546,SCOPUS_ID:85102892256
152,Effects of fixed speed cameras on spatio-temporal pattern of traffic crashes: Ankara case,Kaygisiz O.,2021-01-01,13,877-895,10.1080/19439962.2019.1697775,SCOPUS_ID:85076399850
153,Introduction to Air Transport,Janić M.,2021-01-01,5,178-191,10.1016/B978-0-08-102671-7.10424-5,SCOPUS_ID:85151223727
154,GIS-based crash hotspot identification: a comparison among mapping clusters and spatial analysis techniques,Amiri A.M.,2021-01-01,28,325-338,10.1080/17457300.2021.1925924,SCOPUS_ID:85106208785
155,Spatio-temporal hotspots analysis of pedestrian-vehicle collisions in tunisian coastal regions,Ouni F.,2020-12-02,,,10.1109/LOGISTIQUA49782.2020.9353941,SCOPUS_ID:85102107033
156,Spatial analysis of wildlife-train collisions on the Czech rail network,Nezval V.,2020-12-01,125,,10.1016/j.apgeog.2020.102304,SCOPUS_ID:85089675027
157,"Herpetofauna roadkills on langkawi island, peninsular Malaysia: The influence of landscape and season on mortality distribution",Ayob N.,2020-10-01,49,2373-2382,10.17576/jsm-2020-4910-04,SCOPUS_ID:85095756997
158,Anomalous State Recognition of Lane-changing Behavior using a Hybrid Autoencoder Architecture,Fan P.,2020-09-20,,,10.1109/ITSC45102.2020.9294394,SCOPUS_ID:85099663069
159,"Providing a Method for Accident Severity Analysis Using Geospatial Clustering Functions and Decision Tree, Case Study: Qazvin-Loshan Freeway",Behbahani H.,2020-09-01,52,1419-1438,10.22060/ceej.2019.15376.5903,SCOPUS_ID:85175689498
160,Mapping of Traffic Accidents in Labuhanbatu Regency using GIS Support,Watrianthos R.,2020-07-03,1566,,10.1088/1742-6596/1566/1/012104,SCOPUS_ID:85087770874
161,"Investigation of Spatiotemporal Changes in the Incidence of Traffic Accidents in Kahramanmaraş, Turkey, Using GIS-Based Density Analysis",Özcan M.,2020-07-01,48,1045-1056,10.1007/s12524-020-01137-0,SCOPUS_ID:85089084459
162,"Determining the road traffic accident hotspots using GIS-based temporal-spatial statistical analytic techniques in Hanoi, Vietnam",Le K.G.,2020-04-02,23,153-164,10.1080/10095020.2019.1683437,SCOPUS_ID:85075940081
163,Spatial risk modelling of behavioural hotspots: Risk-aware path planning for autonomous vehicles,Ryan C.,2020-04-01,134,152-163,10.1016/j.tra.2020.01.024,SCOPUS_ID:85079541738
164,"Occurrence, prevalence, and explanatory environmental variables of Spirocerca vulpis infestation in the foxes of western Spain",Martín-Pérez M.,2020-03-01,119,973-983,10.1007/s00436-019-06590-6,SCOPUS_ID:85078008328
165,Parallel Algorithm for Road Network Kernel Density Estimation Based on Spark Computing Framework,Guo Y.,2020-02-05,45,289-295,10.13203/j.whugis20180473,SCOPUS_ID:85081288735
166,Spatial analysis of motorcycle-related mortalities in Brazilian municipalities,Pinheiro P.C.,2020-02-01,25,683-692,10.1590/1413-81232020252.14472018,SCOPUS_ID:85078965202
167,Spatial Analyses of Traffic Conflicts to Assess Safety at Signalised Intersections,Abdul Majeed R.Z.,2020-01-17,671,,10.1088/1757-899X/671/1/012092,SCOPUS_ID:85078191588
168,Spatial-temporal hotspots analysis on traffic accidents,Liu Y.,2020-01-01,47,52-59,10.3785/j.issn.1008-9497.2020.01.007,SCOPUS_ID:85081685548
169,Spatial analysis of road crashes involving vulnerable road users in support of road safety management strategies,Bassani M.,2020-01-01,45,394-401,10.1016/j.trpro.2020.03.031,SCOPUS_ID:85083462859
170,A Case Study on Kernel Density Estimation and Hotspot Analysis Methods in Traffic Safety Management,Srikanth L.,2020-01-01,,99-104,10.1109/COMSNETS48256.2020.9027448,SCOPUS_ID:85082165711
171,The prone points extraction method of road traffic accident based on the spatiotemporal kernel density of the network,Sun H.,2020-01-01,1,115-124,10.4399/978882553186212,SCOPUS_ID:85084633340
172,Identifying Teen-Related Crash Hotspots and Outliers Using ArcGIS,Mohammed H.J.,2020-01-01,,338-352,,SCOPUS_ID:85091572299
173,"5th International Conference on Recent Developments in Science, Engineering and Technology, REDSET 2019",,2020-01-01,1229 CCIS,,,SCOPUS_ID:85086166487
174,Visual spatial analytic method for spatial semantic-enhanced urban traffic data,Yuelong L.,2019-12-01,24,2279-2290,10.11834/jig.190284,SCOPUS_ID:85194737716
175,Differences between occupational and nonoccupational-related motor vehicle collisions in West Virginia: A cross-sectional and spatial analysis,Rudisill T.M.,2019-12-01,14,,10.1371/journal.pone.0227388,SCOPUS_ID:85077366649
176,Differences in Spatiotemporal Patterns of Vehicle Collisions with Wildlife and Livestock,Creech T.G.,2019-12-01,64,736-745,10.1007/s00267-019-01221-3,SCOPUS_ID:85074861425
177,Spatial analysis of traffic accidents near and between road intersections in a directed linear network,Briz-Redón Á.,2019-11-01,132,,10.1016/j.aap.2019.07.028,SCOPUS_ID:85070665013
178,Identification of differential risk hotspots for collision and vehicle type in a directed linear network,Briz-Redón Á.,2019-11-01,132,,10.1016/j.aap.2019.105278,SCOPUS_ID:85071993130
179,Multinomial logistic regression for prediction of vulnerable road users risk injuries based on spatial and temporal assessment,Vilaça M.,2019-10-02,26,379-390,10.1080/17457300.2019.1645185,SCOPUS_ID:85070419636
180,Electroencephalogram Based Reaction Time Prediction with Differential Phase Synchrony Representations Using Co-Operative Multi-Task Deep Neural Networks,Reddy T.K.,2019-10-01,3,369-379,10.1109/TETCI.2018.2881229,SCOPUS_ID:85078286180
181,A new integrated GIS-based analysis to detect hotspots: A case study of the city of Sherbrooke,Harirforoush H.,2019-09-01,130,62-74,10.1016/j.aap.2016.08.015,SCOPUS_ID:84994165633
182,Measuring spatial dependencies of various spatial objects related to the road safety discrepancies,Ganteda C.,2019-09-01,8,362-365,10.35940/ijitee.K1308.0981119,SCOPUS_ID:85073376959
183,Formation control with collision avoidance for first-order multi-agent systems: Experimental results,Flores-Resendiz J.F.,2019-09-01,52,127-132,10.1016/j.ifacol.2019.11.662,SCOPUS_ID:85077497638
184,GIS-based Spatial Patterns Analysis of Urban Road Traffic Crashes in Shenzhen,Lu H.P.,2019-08-01,32,156-164,10.19721/j.cnki.1001-7372.2019.08.014,SCOPUS_ID:85074793041
185,"Clustering of road traffic injuries during the 7-day songkran holiday, thailand: A spatial analysis",Tubtimhin S.,2019-07-01,17,184-189,,SCOPUS_ID:85083315676
186,Integrating spatial and temporal approaches for explaining bicycle crashes in high-risk areas in Antwerp (Belgium),Wang H.,2019-07-01,11,,10.3390/su11133746,SCOPUS_ID:85068639864
187,Pattern of road traffic crash hot zones versus probable hot zones in Tunisia: A geospatial analysis,Ouni F.,2019-07-01,128,185-196,10.1016/j.aap.2019.04.008,SCOPUS_ID:85064936181
188,"Spatial distribution of pedestrian-motor vehicle collisions before and after pedestrian countdown signal installation in Toronto, Canada",Rothman L.,2019-04-01,25,110-115,10.1136/injuryprev-2017-042378,SCOPUS_ID:85049215595
189,Understanding and predicting drivers' seatbelt usage in crashes in Virginia,Zhang M.,2019-04-01,,,10.1109/SIEDS.2019.8735635,SCOPUS_ID:85068548960
190,"A network-constrained spatial identification of high-risk roads for hit-parked-vehicle collisions in Brisbane, Australia",Liu Y.,2019-03-01,51,279-282,10.1177/0308518X18810531,SCOPUS_ID:85059963876
191,Do roadkill aggregations of wild and domestic mammals overlap?,Carvalho-Roel C.F.,2019-03-01,67,47-60,10.15517/RBT.V67I1.33011,SCOPUS_ID:85065880470
192,"Monitoring 40-year lake area changes of the Qaidam Basin, Tibetan Plateau, using Landsat time series",Li H.,2019-02-01,11,,10.3390/rs11030343,SCOPUS_ID:85061374654
193,"Network-based likelihood modeling of event occurrences in space and time: a case study of traffic accidents in Dallas, Texas, USA",Acker B.,2019-01-02,46,21-38,10.1080/15230406.2018.1515037,SCOPUS_ID:85053560662
194,A LightGBM-Based EEG Analysis Method for Driver Mental States Classification,Zeng H.,2019-01-01,2019,,10.1155/2019/3761203,SCOPUS_ID:85072737139
195,"Road environment and cyclists injured from a collision with a motor vehicle: What risk factors in a regional, low density setting?",Cloutier M.S.,2019-01-01,2019,,10.4000/cybergeo.32087,SCOPUS_ID:85075417116
196,Traffic crash analysis with point-of-interest spatial clustering,Jia R.,2018-12-01,121,223-230,10.1016/j.aap.2018.09.018,SCOPUS_ID:85053777454
197,Predicting wildlife road-crossing probability from roadkill data using occupancy-detection models,Santos R.A.L.,2018-11-15,642,629-637,10.1016/j.scitotenv.2018.06.107,SCOPUS_ID:85048387548
198,Geographical information system analysis on road accidents involving wandering dogs in the urban area of Naples,Mennonna G.,2018-11-13,13,259-264,10.4081/gh.2018.628,SCOPUS_ID:85056737865
199,Where are the dangerous intersections for pedestrians and cyclists: A colocation-based approach,Hu Y.,2018-10-01,95,431-441,10.1016/j.trc.2018.07.030,SCOPUS_ID:85050981326
200,Spatio-temporal analysis of road traffic accident fatality in Bangladesh integrating newspaper accounts and gridded population data,Rahman M.K.,2018-08-01,83,645-661,10.1007/s10708-017-9791-x,SCOPUS_ID:85022099167
201,"Drugged Driving in the Opioid Era: Spatial Patterns of Oxycodone Use in Fatal Traffic Crashes, 2001–2016",Rookey B.,2018-07-03,53,1288-1298,10.1080/10826084.2017.1407342,SCOPUS_ID:85039870410
202,Hotspots of road traffic crashes in a redeveloping area of Shanghai,Chen X.,2018-07-03,25,293-302,10.1080/17457300.2018.1431938,SCOPUS_ID:85041898856
203,Analysis on Spatial Distribution Characteristics of Restaurant Based on Network Spatial Point Model,Zeng X.,2018-06-25,20,837-843,10.12082/dqxxkx.2018.170596,SCOPUS_ID:85060155885
204,Spatiotemporal characteristics of elderly population’s traffic accidents in Seoul using space-time cube and space-time kernel density estimation,Kang Y.,2018-05-01,13,,10.1371/journal.pone.0196845,SCOPUS_ID:85047218793
205,"Network-constrained spatio-temporal clustering analysis of traffic collisions in jianghan District of Wuhan, China",Fan Y.,2018-04-01,13,,10.1371/journal.pone.0195093,SCOPUS_ID:85045927730
206,Bayesian spatiotemporal crash frequency models with mixture components for space-time interactions,Cheng W.,2018-03-01,112,84-93,10.1016/j.aap.2017.12.020,SCOPUS_ID:85040333450
207,Geographical information systems-based bus stop accessibility and safety analysis-a case study of the coimbatore corporation,Sathish Kumar V.,2018-03-01,15,972-976,10.1166/jctn.2018.7185,SCOPUS_ID:85044402672
208,"Wildlife-vehicle collisions in lanzarote biosphere reserve, Canary Islands",Tejera G.,2018-03-01,13,,10.1371/journal.pone.0192731,SCOPUS_ID:85044297250
209,Analysis of crash proportion by vehicle type at traffic analysis zone level: A mixed fractional split multinomial logit modeling approach with spatial effects,Lee J.,2018-02-01,111,12-22,10.1016/j.aap.2017.11.017,SCOPUS_ID:85034418352
210,Monitoring city wide patterns of cycling safety,Boss D.,2018-02-01,111,101-108,10.1016/j.aap.2017.11.008,SCOPUS_ID:85035816812
211,Influence of pedestrian age and gender on spatial and temporal distribution of pedestrian crashes,Toran Pour A.,2018-01-02,19,81-87,10.1080/15389588.2017.1341630,SCOPUS_ID:85028535191
212,Understanding the spatial patterns of tanker accidents in Nigeria using geographically weighted regression,Olawole M.O.,2018-01-01,10,58-77,10.1504/IJVS.2018.093057,SCOPUS_ID:85049575801
213,Identification of hazardous locations applying Kernel Density Estimation: A case study of sudden braking events,Masmek S.,2018-01-01,,238-244,,SCOPUS_ID:85050620095
214,Planar and network spatial analyses of road traffic accidents - A review of methods and tools,Hie Tan A.E.,2018-01-01,2018,,,SCOPUS_ID:85065728402
215,GIS based spatial analysis of pedestrian crashes: A case study of South Carolina,Famili A.,2018-01-01,,368-376,10.1061/9780784481530.037,SCOPUS_ID:85050857769
216,Determining hotspots of road accidents using spatial analysis,Shariff S.S.R.,2018-01-01,9,146-151,10.11591/ijeecs.v9.i1.pp146-151,SCOPUS_ID:85040075557
217,"Using GIS to identify vehicle crash hot spots and unsafe crossroads – A case study of Kolkata, India",Hussain M.S.,2018-01-01,1,287-295,,SCOPUS_ID:85071890704
218,Differences in network-based kernel density estimation according to pedestrian network and road centerline network,Lee B.,2018-01-01,36,335-341,10.7848/ksgpc.2018.36.5.335,SCOPUS_ID:85066621651
219,Evaluation of risk factor for children during drop-off and pick-up time around the primary school in Thailand,Sattanon K.,2018-01-01,12,301-318,10.2174/1874447801812010301,SCOPUS_ID:85054494797
220,Analysis of the spatial distribution of road accidents attended by the Mobile Emergency Service (SAMU-192) in a municipality of northeastern Brazil,do Bonfim C.V.,2018-01-01,14,65-75,10.18294/sc.2018.1211,SCOPUS_ID:85045253411
221,"A geography of child and elderly pedestrian injury in the City of Toronto, Canada",Grisé E.,2018-01-01,66,321-329,10.1016/j.jtrangeo.2017.10.003,SCOPUS_ID:85032933653
301,New methods to identify and rank high pedestrian crash zones: An illustration,Pulugurtha S.S.,2007-07-01,39,800-811,10.1016/j.aap.2006.12.001,SCOPUS_ID:34247471082
222,Geospatial mapping can be used to identify geographic areas and social factors associated with intentional injury as targets for prevention efforts distinct to a given community,Lasecki C.H.,2018-01-01,84,70-74,10.1097/TA.0000000000001720,SCOPUS_ID:85039978764
223,Cloud based spatial visualization with statistical approach for road accidents,Pritee K.,2017-12-01,25,825-835,10.1007/s41324-017-0148-9,SCOPUS_ID:85075270753
224,Visualizing Traffic Accident Hotspots Based on Spatial-Temporal Network Kernel Density Estimation (Demo Paper),Romano B.,2017-11-07,2017-November,,10.1145/3139958.3139981,SCOPUS_ID:85040977973
225,Investigating street accident characteristics and optimal safe route recommendation: A case study of New York City,Zhou E.,2017-10-30,2017-August,,10.1109/GEOINFORMATICS.2017.8090942,SCOPUS_ID:85041002377
226,Evaluating Crash Risk in Urban Areas Based on Vehicle and Pedestrian Modeling,Omer I.,2017-10-01,49,387-408,10.1111/gean.12128,SCOPUS_ID:85018970951
227,Azimuthal pion fluctuation in ultra relativistic nuclear collisions and centrality dependence—a study with chaos based complex network analysis,Bhaduri A.,2017-07-01,14,576-583,10.1134/S1547477117040033,SCOPUS_ID:85021667681
228,"GIS-based spatial analysis of urban traffic accidents: Case study in Mashhad, Iran",Shafabakhsh G.A.,2017-06-01,4,290-299,10.1016/j.jtte.2017.05.005,SCOPUS_ID:85020266006
229,Spatial distribution of child pedestrian injuries along census tract boundaries: Implications for identifying area-based correlates,Curtis J.,2017-06-01,12,,10.1371/journal.pone.0179331,SCOPUS_ID:85020750080
230,Utilizing crowdsourced data for studies of cycling and air pollution exposure: A case study using strava data,Sun Y.,2017-03-08,14,,10.3390/ijerph14030274,SCOPUS_ID:85014771609
231,Exploring spatial autocorrelation of traffic crashes based on severity,Soltani A.,2017-03-01,48,637-647,10.1016/j.injury.2017.01.032,SCOPUS_ID:85009971486
232,Spatial analysis of fatal road accidents along the North South Expressway,Halim N.,2017-01-01,12,8764-8769,10.3923/jeasci.2017.8764.8769,SCOPUS_ID:85047494263
233,Spatial investigation of aging-involved crashes: A GIS-based case study in Northwest Florida,Ulak M.B.,2017-01-01,58,71-91,10.1016/j.jtrangeo.2016.11.011,SCOPUS_ID:85002152600
234,Effects of rainfall on vehicle crashes in six U.S. states,Black A.W.,2017-01-01,9,53-70,10.1175/WCAS-D-16-0035.1,SCOPUS_ID:85012188173
235,The use of seat belts for reducing the number of road traffic deaths,Korter G.,2017-01-01,,27-93,,SCOPUS_ID:85044621328
236,A concise summary of spatial anomalies and its application in efficient real-time driving behaviour monitoring,Lam H.T.,2016-10-31,,,10.1145/2996913.2996989,SCOPUS_ID:85011063385
237,"Spatial patterns of off-the-system traffic crashes in Miami–Dade County, Florida, during 2005–2010",Chance Scott M.,2016-10-02,17,729-735,10.1080/15389588.2016.1144878,SCOPUS_ID:84976547205
238,Estimating pedestrian and cyclist activity at the neighborhood scale,Salon D.,2016-07-01,55,11-21,10.1016/j.jtrangeo.2016.06.023,SCOPUS_ID:84978420245
239,Development and application of traffic accident density estimation models using kernel density estimation,Hashimoto S.,2016-06-01,3,262-270,10.1016/j.jtte.2016.01.005,SCOPUS_ID:85018302920
240,A selection of high pedestrian accident zones using traffic accident data and GIS: A case study of Seoul,Yang J.H.,2016-06-01,34,221-230,10.7848/ksgpc.2016.34.3.221,SCOPUS_ID:84983655894
241,Rainfall impacts on traffic safety: rain-related fatal crashes in Texas,Jackson T.L.,2016-03-03,7,843-860,10.1080/19475705.2014.984246,SCOPUS_ID:84955684874
242,Non-crossing rail-trespassing crashes in the past decade: A spatial approach to analyzing injury severity,Wang X.,2016-02-01,82,44-55,10.1016/j.ssci.2015.08.017,SCOPUS_ID:84941961332
243,Hotspots and social background of urban traffic crashes: A case study in Cluj-Napoca (Romania),Benedek J.,2016-02-01,87,117-126,10.1016/j.aap.2015.11.026,SCOPUS_ID:84949468625
244,The KDE+ software: a tool for effective identification and ranking of animal-vehicle collision hotspots along networks,Bíl M.,2016-02-01,31,231-237,10.1007/s10980-015-0265-6,SCOPUS_ID:84955350655
245,Shed a light in fatigue detection with near-infrared spectroscopy during long-lasting driving,Gao Y.,2016-01-01,9690,,10.1117/12.2210846,SCOPUS_ID:84978712462
246,"Mortality atlas of the main causes of death in Switzerland, 2008-2012",Chammartin F.,2016-01-01,146,w14280,10.4414/smw.2016.14280,SCOPUS_ID:85020182041
247,Using Twitter to Enhance Traffic Incident Awareness,Zhang S.,2015-10-30,2015-October,2941-2946,10.1109/ITSC.2015.471,SCOPUS_ID:84950302862
248,"Spatial analysis of road traffic accidents with fatalities in Spain, 2008-2011",Gómez-Barroso D.,2015-09-01,29,24-29,10.1016/j.gaceta.2015.02.009,SCOPUS_ID:84962134104
249,"Spatiotemporal Approaches to Analyzing Pedestrian Fatalities: The Case of Cali, Colombia",Fox L.,2015-08-18,16,571-577,10.1080/15389588.2014.976336,SCOPUS_ID:84926167706
250,Spatio-temporal accident analysis for accident prevention in relation to behavioral factors in driving: The case of South Anatolian Motorway,Kaygisiz Ö.,2015-08-10,33,128-140,10.1016/j.trf.2015.07.002,SCOPUS_ID:84938680928
251,"Geospatial Analysis of Cyclist Injury Trends: An Investigation in Melbourne, Australia",Lawrence B.M.,2015-07-04,16,513-518,10.1080/15389588.2014.973947,SCOPUS_ID:84923572980
252,Assessment pattern model for road accident rates in urban areas of Bogota D.C. (Colombia),Cerquera Escobar F.Á.,2015-07-01,4,16-32,,SCOPUS_ID:84948433818
253,Characterization of black spot zones for vulnerable road users in São Paulo (Brazil) and Rome (Italy),Machado C.A.S.,2015-06-01,4,858-882,10.3390/ijgi4020858,SCOPUS_ID:84948987156
254,Dynamic vibrotactile warning signals for frontal collision avoidance: towards the torso versus towards the head,Meng F.,2015-03-04,58,411-425,10.1080/00140139.2014.976278,SCOPUS_ID:84922827315
255,Enhancing traffic incident detection by using spatial point pattern analysis on social media,Zhang S.,2015-01-01,2528,69-77,10.3141/2528-08,SCOPUS_ID:84976572335
256,Spatio-temporal pedestrian accident analysis to improve urban pedestrian safety: The case of the eskişehir motorway,Kaygisiz Ö.,2015-01-01,28,623-630,,SCOPUS_ID:84949953052
257,A model suggestion for the determination of the traffic accident hotspots on the turkish highway road network: A pilot study,Erdogan S.,2015-01-01,21,169-188,10.1590/S1982-21702015000100011,SCOPUS_ID:84925606296
258,Dynamic spatial tuning of cervical muscle reflexes to multidirectional seated perturbations,Ólafsdóttir J.,2015-01-01,40,E211-E219,10.1097/BRS.0000000000000721,SCOPUS_ID:84938393590
259,An evaluation of a citizen science data collection program forrecording wildlife observations along a highway,Paul K.,2014-06-15,139,180-187,10.1016/j.jenvman.2014.02.018,SCOPUS_ID:84897428871
260,"A review on the temporal pattern of deer-vehicle accidents: Impact of seasonal, diurnal and lunar effects in cervids",Steiner W.,2014-05-01,66,168-181,10.1016/j.aap.2014.01.020,SCOPUS_ID:84894081383
261,"Proactive approaches to audit pedestrian safety locations, a model for developing countries",Chimba D.,2014-03-04,,160-165,10.1109/SCAT.2014.7055123,SCOPUS_ID:84949928192
262,Data integration and clustering for real time crash prediction,Paikari E.,2014-02-27,,537-544,10.1109/IRI.2014.7051936,SCOPUS_ID:84946688114
263,"Estimation of vehicle damage cost involved in road traffic accidents in karachi, pakistan: A geospatial perspective",Kazmi J.,2014-01-01,77,70-78,10.1016/j.proeng.2014.07.008,SCOPUS_ID:84923301553
264,A web-based geospatial toolkit for the monitoring of dengue fever,Delmelle E.,2014-01-01,52,144-152,10.1016/j.apgeog.2014.05.007,SCOPUS_ID:84902006307
265,Hotzone identification with GIS-based post-network screening analysis,Young J.,2014-01-01,34,106-120,10.1016/j.jtrangeo.2013.11.007,SCOPUS_ID:84890237038
266,Comparative analysis of the spatial analysis methods for hotspot identification,Yu H.,2014-01-01,66,80-88,10.1016/j.aap.2014.01.017,SCOPUS_ID:84897625698
267,Spatial analysis of road traffic crashes in Oyo state of Nigeria,Korter G.,2014-01-01,7,151-164,10.5539/jsd.v7n4p151,SCOPUS_ID:84924430145
268,Exploring the impact of a dedicated streetcar right-of-way on pedestrian motor vehicle collisions: A quasi experimental design,Richmond S.A.,2014-01-01,71,222-227,10.1016/j.aap.2014.05.022,SCOPUS_ID:84903131929
269,Spatiotemporal analysis of vehicle collisions involving wild boar and roe deer in NW Spain,Rodríguez-Morales B.,2013-09-30,60,121-133,10.1016/j.aap.2013.07.032,SCOPUS_ID:84884551308
270,"2013 International Conference on Civil, Architecture and Building Materials, 3rd CEABM 2013",,2013-09-05,361-363,,,SCOPUS_ID:84883278060
271,Detecting traffic accident clusters with network kernel density estimation and local spatial statistics: An integrated approach,Xie Z.,2013-07-01,31,64-71,10.1016/j.jtrangeo.2013.05.009,SCOPUS_ID:84879292528
272,A spatial autocorrelation-based approach for identifying hot spots on urban road,Jiang H.,2013-05-01,41,664-669,10.3969/j.issn.0253-374x.2013.05.005,SCOPUS_ID:84879548771
273,GIS-based method for detecting high-crash-risk road segments using network kernel density estimation,Mohaymany A.S.,2013-01-01,16,113-119,10.1080/10095020.2013.766396,SCOPUS_ID:84880984108
274,"A spatial and temporal analysis of child pedestrian crashes in Santiago, Chile",Blazquez C.,2013-01-01,50,304-311,10.1016/j.aap.2012.05.001,SCOPUS_ID:84870293408
275,Discovering spatial co-clustering patterns in traffic collision data,Li D.,2013-01-01,,55-60,10.1145/2533828.2533832,SCOPUS_ID:84892502422
276,"Vertebrate mortality in the Guanare-Guanarito road, Portuguesa state, Venezuela",Seijas A.E.,2013-01-01,61,,,SCOPUS_ID:84896331749
277,Spatial patterns analysis of urban road traffic accidents based on gis,Gao D.,2012-12-01,2012,1898-1901,10.1049/cp.2012.1363,SCOPUS_ID:84877781134
278,Spatial Analysis along Networks: Statistical and Computational Methods,Okabe A.,2012-06-22,,1-288,10.1002/9781119967101,SCOPUS_ID:84949809073
279,Spatial pattern of road traffic accident casualties in Nigeria,Aderamo A.,2012-05-01,3,61-72,10.5901/mjss.2012.v3n2.61,SCOPUS_ID:84892604115
280,"Spatial pattern analysis of cruise ship-humpback whale interactions in and near glacier bay national park, Alaska",Harris K.,2012-01-01,49,44-54,10.1007/s00267-011-9754-9,SCOPUS_ID:84856733928
281,Analysis of spatial and temporal distribution of single and multiple vehicle crash in Western Australia: A comparison study,Kilamanu W.,2011-12-01,,683-689,,SCOPUS_ID:84858812121
282,Data mining of driver characteristics to spatial and temporal hotspots of single vehicle crashes in Western Australia,Xia J.,2011-12-01,,697-703,,SCOPUS_ID:84858815845
283,Spatial and temporal visualisation techniques for crash analysis,Plug C.,2011-11-01,43,1937-1946,10.1016/j.aap.2011.05.007,SCOPUS_ID:79961173949
284,"Trauma center accessibility for road traffic injuries in Hanoi, Vietnam",Nagata T.,2011-09-30,5,,10.1186/1752-2897-5-11,SCOPUS_ID:84864345301
285,Spatial patterns monitoring of road traffic injuries in Karachi metropolis,Lateef M.,2011-06-01,18,97-105,10.1080/17457300.2010.490588,SCOPUS_ID:79958010026
286,Analysis of traffic incidents in METU campus,Keskin F.,2011-01-01,19,61-70,10.1016/j.sbspro.2011.05.108,SCOPUS_ID:80051933826
287,Using GIS to identify pedestrian- vehicle crash hot spots and unsafe bus stops,Truong L.T.,2011-01-01,14,99-114,10.5038/2375-0901.14.1.6,SCOPUS_ID:84863806178
288,Exploring the Boundaries of Web Map Services: The Example of the Online Injury Atlas for Ontario,Rinner C.,2011-01-01,15,129-145,10.1111/j.1467-9671.2011.01247.x,SCOPUS_ID:79953316615
289,A research on the safety characteristic of continuous downgrade segment in two-lane highway,Zhang T.,2010-12-17,387,1283-1292,10.1061/41139(387)176,SCOPUS_ID:78650072072
290,Systemic research and application of dynamic step filtration method in accident hotsopts,Zhang T.J.,2010-09-02,,1476-1479,10.1109/MACE.2010.5536109,SCOPUS_ID:77956080687
291,Spatial analyst methods for urban planning,Gundogdu I.B.,2009-12-01,4,1531-1535,,SCOPUS_ID:72849110182
292,"Environmental characteristics associated with pedestrian-motor vehicle collisions in Denver, Colorado",Sebert Kuhlmann A.K.,2009-09-01,99,1632-1637,10.2105/AJPH.2007.131961,SCOPUS_ID:69149086570
293,Kernel density estimation and K-means clustering to profile road accident hotspots,Anderson T.,2009-05-01,41,359-364,10.1016/j.aap.2008.12.014,SCOPUS_ID:64849103766
294,Accident prediction models in urban areas: Lisbon case study,Vieira Gomes S.,2008-12-01,101,619-627,10.2495/UT080601,SCOPUS_ID:58849122268
295,Kernel Density Estimation of traffic accidents in a network space,Xie Z.,2008-09-01,32,396-406,10.1016/j.compenvurbsys.2008.05.001,SCOPUS_ID:53949112256
296,Spatial analysis of traffic accidents with fatal victims: Comparing place of residence and place of occurrence in Rio de Janeiro,Souza V.d.R.d.,2008-07-01,25,353-364,,SCOPUS_ID:67649849572
297,Modelling area-wide count outcomes with spatial correlation and heterogeneity: An analysis of London crash data,Quddus M.A.,2008-07-01,40,1486-1497,10.1016/j.aap.2008.03.009,SCOPUS_ID:46149122279
298,Spatial analysis of weather crash patterns,Khan G.,2008-05-01,134,191-202,10.1061/(ASCE)0733-947X(2008)134:5(191),SCOPUS_ID:42549151247
299,Frequency of animal-vehicle collisions in NSW,Ramp D.,2008-01-01,34,118-126,10.7882/fs.2008.017,SCOPUS_ID:58149305557
300,"The influence of urban land use on pedestrians casualties - Case study area: Newcastle upon Tyne, UK -",Wedagama D.,2008-01-01,32,62-73,10.1016/S0386-1112(14)60201-6,SCOPUS_ID:46649088953
302,Geographic variability in alcohol-related crashes in response to legalized Sunday packaged alcohol sales in New Mexico,McMillan G.P.,2007-03-01,39,252-257,10.1016/j.aap.2006.07.012,SCOPUS_ID:33845298650
303,Analysis of police vehicle stops in Cincinnati: A geographic perspective,Liu L.,2007-01-01,27,29-51,,SCOPUS_ID:38349156661
304,Spatial analysis of alcohol-related motor vehicle crash injuries in southeastern Michigan,Meliker J.R.,2004-01-01,36,1129-1135,10.1016/j.aap.2004.06.002,SCOPUS_ID:4344712224
305,Traffic's Ebb and Flow in Phoenix,Guge G.,2003-11-01,13,28,,SCOPUS_ID:1242329355
306,Asleep at the wheel: Spatial and temporal patterns of fatigue-related crashes in Honolulu,Kim K.E.,2001-01-01,,46-53,10.3141/1779-07,SCOPUS_ID:0035735858
307,Targeting DWI prevention,Wieczorek W.F.,1998-06-30,17,15-30,10.1300/J005v17n01_02,SCOPUS_ID:0031777978
