id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
155,"5th International Conference on Safety and Security Engineering, SAFE 2013",,2013-11-25,134,,,SCOPUS_ID:84887859086
156,Human-centric analysis of driver inattention,Taib R.,2013-11-13,,7-12,10.1109/IVWorkshops.2013.6615218,SCOPUS_ID:84887254130
157,Large-scale road safety programmes in low- and middle-income countries: An opportunity to generate evidence,Hyder A.,2013-05-01,8,504-518,10.1080/17441692.2013.769613,SCOPUS_ID:84882273657
158,A real-time auto-adjustable smart pillow system for sleep apnea detection and treatment,Zhang J.,2013-05-01,,179-190,10.1145/2461381.2461405,SCOPUS_ID:84876760556
159,Perceptual control architecture for cyber-physical systems in traffic incident management,Wang Y.,2012-11-01,58,398-411,10.1016/j.sysarc.2012.06.004,SCOPUS_ID:84867901837
160,Evaluation of an educational policing strategy to reduce alcohol-related crime associated with licensed premises,Rowe S.C.,2012-09-01,103,S8-S14,10.1007/bf03404453,SCOPUS_ID:84883480273
161,Making the message meaningful: A qualitative assessment of media promoting all-terrain vehicle safety,Brann M.,2012-08-01,18,234-239,10.1136/injuryprev-2011-040132,SCOPUS_ID:84864334077
162,Analysis of the Effectiveness of the Road-Crash Database in the United Arab Emirates,Hawas Y.E.,2012-07-01,4,225-243,10.1080/19439962.2012.659417,SCOPUS_ID:84864693264
163,Active training and driving-specific feedback improve older drivers' visual search prior to lane changes,Lavallière M.,2012-03-05,12,,10.1186/1471-2318-12-5,SCOPUS_ID:84857659942
164,A novel online sketch graphics recognition method for the scene of road traffic accident,Zhou Z.,2011-10-06,3,1860-1863,10.1109/FSKD.2011.6019853,SCOPUS_ID:80053391398
165,Longitudinal evaluation of a GIS laboratory in a transportation engineering course,Bham G.H.,2011-10-01,137,258-266,10.1061/(ASCE)EI.1943-5541.0000064,SCOPUS_ID:81855224782
166,Investigation of the effectiveness of traffic sign training in terms of training methods and sign characteristics,Ng A.,2011-06-01,12,283-295,10.1080/15389588.2011.556171,SCOPUS_ID:79958760966
167,Increased EMG response following electromyographic biofeedback treatment of rectus femoris muscle after spinal cord injury,De Biase M.E.M.,2011-06-01,97,175-179,10.1016/j.physio.2010.05.005,SCOPUS_ID:79954625507
168,Workplace health promotion: Description and preliminary results of ASL of bergamo integrated intervention,Franchin D.,2011-04-01,33,51-56,,SCOPUS_ID:80755159646
169,Translating evidence into policy: Lessons learned from the case of lowering the legal blood alcohol limit for drivers,Mercer S.L.,2010-06-01,20,412-420,10.1016/j.annepidem.2010.03.005,SCOPUS_ID:77952747596
170,A Review of the Effectiveness of Occupational Road Safety Initiatives,Banks T.,2010-01-01,4,229-239,10.4324/9781003577973-22,SCOPUS_ID:85215964115
171,The effect of feedback on attitudes toward cellular phone use while driving: A comparison between novice and experienced drivers,Wang Y.,2010-01-01,11,471-477,10.1080/15389588.2010.495761,SCOPUS_ID:77957223733
172,Finding comparable temporal categorical records: A similarity measure with an interactive visualization,Wongsuphasawat K.,2009-12-01,,27-34,10.1109/VAST.2009.5332595,SCOPUS_ID:72849125354
173,Changing drivers' attitudes towards mobile phone use through participative simulation testing and feedback,Wang Y.,2009-12-01,15,384-89,10.1136/ip.2008.021196,SCOPUS_ID:71749120163
174,Mitigation accident risk in powered two wheelers domain: Improving effectiveness of human machine interface collision avoidance system in two wheelers,Pieve M.,2009-10-20,,603-607,10.1109/HSI.2009.5091046,SCOPUS_ID:70349985041
175,The effect of active versus passive training strategies on improving older drivers' scanning in intersections,Romoser M.R.E.,2009-10-01,51,652-668,10.1177/0018720809352654,SCOPUS_ID:76049108170
176,NCTUns tool for wireless vehicular communication network researches,Wang S.,2009-08-01,17,1211-1226,10.1016/j.simpat.2009.04.008,SCOPUS_ID:67649370749
177,The walksafe program: Developing and evaluating the educational component,Hotz G.,2009-03-01,66,S3-S9,10.1097/TA.0b013e3181937f62,SCOPUS_ID:68049127521
178,Vehicle state estimation for rollover avoidance,Huang J.,2009-01-01,17,231-238,10.1115/IMECE2008-66730,SCOPUS_ID:70249087720
179,Discussion,Patterson L.,2008-11-01,65,1120-1121,10.1097/TA.0b013e318187cfe3,SCOPUS_ID:67650631666
180,LATCH (Lower Anchors and Tethers for CHildren) Usability in School Buses and Passenger Vehicles,Rudin-Brown C.M.,2008-10-01,9,472-482,10.1080/15389580802040451,SCOPUS_ID:53549098816
181,Application of formal safety assessment in planning VTS,Tang X.,2008-06-01,24,99-103,,SCOPUS_ID:51649121060
182,Testing a framework for the efficiency assessment of road safety measures,Yannis G.,2008-05-01,28,281-301,10.1080/01441640701615120,SCOPUS_ID:42449107344
183,Decision support system of traffic safety management,Yan H.,2008-04-30,28,84-88,,SCOPUS_ID:42549088742
184,Traffic signal using smart agent system,Kim C.,2008-01-01,5,1487-1493,10.3844/ajassp.2008.1487.1493,SCOPUS_ID:51349128714
185,Towards the next generation of wheelchair securement—development of a demonstration udig-compatible wheelchair docking device,Hobson D.A.,2007-12-31,19,210-222,10.1080/10400435.2007.10131878,SCOPUS_ID:39749135388
186,A multiple instance learning framework for incident retrieval in transportation surveillance video databases,Chen X.,2007-12-01,,75-84,10.1109/ICDEW.2007.4400976,SCOPUS_ID:48349147175
187,Traffic signal planning using a smart agent system,Hong Y.S.,2007-01-01,4496 LNAI,938-947,10.1007/978-3-540-72830-6_99,SCOPUS_ID:39649119483
188,Effectiveness of brief interventions after alcohol-related vehicular injury: a randomized controlled trial,Sommers M.S.,2006-09-01,61,523-531,10.1097/01.ta.0000221756.67126.91,SCOPUS_ID:33748743178
189,Improved online estimation methods for a feedback-based freeway ramp metering strategy,Ozbay K.,2006-01-01,,412-417,10.1109/itsc.2006.1706776,SCOPUS_ID:41849099984
190,Persuading young car drivers to take part in a driving skills test: The influence of regulatory fit on informational-assessment value and persuasion,Haddad H.,2006-01-01,9,399-411,10.1016/j.trf.2006.02.002,SCOPUS_ID:33748324586
191,Applying user feedback to improve data access and usability: Massachusetts beta test results,Rothenberg H.A.,2005-12-14,36,469-471,10.1016/j.jsr.2005.10.005,SCOPUS_ID:28644438005
192,Automated Steering Control Design by Visual Feedback Approach-System Identification and Control Experiments with a Radio-Controlled Car-,Fujiwara Y.,2003-09-01,123,628-633,10.1541/ieejias.123.628,SCOPUS_ID:78751509291
193,Exploring the use of computer games and virtual reality in exposure therapy for fear of driving following a motor vehicle accident,Walshe D.G.,2003-06-01,6,329-334,10.1089/109493103322011641,SCOPUS_ID:0038305755
194,Automatic Steering Control System Design Utilizing a Visual Feedback Approach,Adachi S.,2003-01-01,36,1423-1428,10.1016/S1474-6670(17)34960-1,SCOPUS_ID:84881142348
195,Headway feedback improves intervehicular distance: A field study,Shinar D.,2002-01-01,44,474-481,10.1518/0018720024497682,SCOPUS_ID:0036761839
196,LARGE‐SCALE REDUCTIONS IN SPEEDING AND ACCIDENTS IN CANADA AND ISRAEL: A BEHAVIORAL ECOLOGICAL PERSPECTIVE,Van Houten R.,1985-01-01,18,87-93,10.1901/jaba.1985.18-87,SCOPUS_ID:0022039178
197,Suboptimal Control of Linear Systems by Augmentation with Application to Freeway Traffic Regulation,Isaksen L.,1973-01-01,AC-18,210-219,10.1109/TAC.1973.1100314,SCOPUS_ID:0015632903
