id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
381,A Markov chain-based data dissemination protocol for vehicular ad hoc networks,Yeferny T.,2021-12-01,180,303-314,10.1016/j.comcom.2021.10.001,SCOPUS_ID:85116877171
382,Differential impacts of ridesharing on alcohol-related crashes by socioeconomic municipalities: rate of technology adoption matters,Blazquez C.,2021-12-01,21,,10.1186/s12889-021-12066-z,SCOPUS_ID:85118737341
383,A life-threatening case of pseudo-aldosteronism secondary to excessive liquorice ingestion,McHugh J.,2021-12-01,21,,10.1186/s12902-021-00816-4,SCOPUS_ID:85111989301
384,"Risky motorcycle riding behaviour among young riders in Manipal, India",Sumit K.,2021-12-01,21,,10.1186/s12889-021-11899-y,SCOPUS_ID:85117938818
385,"Epidemiology, Injury Severity, and Pattern of Standing E-Scooter Accidents: 6-Month Experience from a German Level I Trauma Center",Graef F.,2021-12-01,13,443-448,10.4055/cios20275,SCOPUS_ID:85122521207
386,"The effect of COVID-19 on emergency medical service call volumes and patient acuity: a cross-sectional study in Niagara, Ontario",Ferron R.,2021-12-01,21,,10.1186/s12873-021-00431-5,SCOPUS_ID:85103603428
387,Virtual Reality Exposure Treatment in Phobias: a Systematic Review,Freitas J.R.S.,2021-12-01,92,1685-1710,10.1007/s11126-021-09935-6,SCOPUS_ID:85108841270
388,Investigating the effect of social and cultural factors on drivers in Malaysia: A naturalistic driving study,Al-Hussein W.A.,2021-11-01,18,,10.3390/ijerph182211740,SCOPUS_ID:85118641581
389,Citizens’ perceptions in relation to transport systems and infrastructures: A nationwide study in the Dominican Republic,Alonso F.,2021-11-01,6,,10.3390/infrastructures6110153,SCOPUS_ID:85119064732
390,Mechanisms of cannabis impairment: Implications for modeling driving performance,Burt T.S.,2021-11-01,328,,10.1016/j.forsciint.2021.110902,SCOPUS_ID:85116887978
391,Application of the unified protocol for a japanese patient with post-traumatic stress disorder and multiple comorbidities: A single-case study,Kato N.,2021-11-01,18,,10.3390/ijerph182111644,SCOPUS_ID:85118416038
392,"A qualitative study on researchers' experiences after publishing scientific reports on major incidents, mass-casualty incidents, and disasters",Svensoy J.N.,2021-10-06,36,536-542,10.1017/S1049023X21000911,SCOPUS_ID:85114876697
393,Barriers to the enforcement of mandatory seat belt laws in Ghana: An exploratory study,Okyere P.,2021-10-01,36,1300-1309,10.1093/heapro/daaa107,SCOPUS_ID:85118904072
394,"Exploring the relationships between demographics, road safety attitudes, and self-reported pedestrian behaviours in bangladesh",Hasanat-E-rabbi S.,2021-10-01,13,,10.3390/su131910640,SCOPUS_ID:85116013661
395,Rearward-facing infant child restraint systems with support legs in frontal and frontal-oblique impacts,Patton D.A.,2021-10-01,18,,10.3390/ijerph182010799,SCOPUS_ID:85117003924
396,Estimation of Socio-Economic Loss due to Road Traffic Accidents in India,Kumaresh G.,2021-09-22,,,10.4271/2021-26-0012,SCOPUS_ID:85116829295
397,Economic burden of road traffic injuries in sub-Saharan Africa: A systematic review of existing literature,Ryan-Coker M.F.D.,2021-09-15,11,,10.1136/bmjopen-2020-048231,SCOPUS_ID:85115277018
398,Household economic impact of road traffic injury versus routine emergencies in a low-income country,Mowafi H.,2021-09-01,52,2657-2664,10.1016/j.injury.2021.06.007,SCOPUS_ID:85108975201
399,Injury-severity analysis of intercity bus crashes in Ghana: A random parameters multinomial logit with heterogeneity in means and variances approach,Damsere-Derry J.,2021-09-01,160,,10.1016/j.aap.2021.106323,SCOPUS_ID:85112010017
400,Configurations of underreported cyclist-motorised vehicle and single cyclist collisions: Analysis of a self-reported survey,Gildea K.,2021-09-01,159,,10.1016/j.aap.2021.106264,SCOPUS_ID:85110253796
401,Validation of the attention-related driving errors scale in novice adolescent drivers,Gresham B.,2021-09-01,159,,10.1016/j.aap.2021.106249,SCOPUS_ID:85107982611
402,Strategies to promote pedestrian safety from the viewpoints of traffic and transport stakeholders in a developing country: A mixed-method study,Haghighi M.,2021-09-01,22,,10.1016/j.jth.2021.101125,SCOPUS_ID:85125503125
403,What factors impact pedestrian and cyclist fatalities? A state level analysis,Hafeez Z.,2021-09-01,8,,10.1186/s40621-021-00315-z,SCOPUS_ID:85114836511
404,Pathology of fatal diffuse brain injury in severe non-penetrating head trauma,Rungruangsak K.,2021-08-01,82,,10.1016/j.jflm.2021.102226,SCOPUS_ID:85111977832
405,"Assessing the impact of sodium oxybate treatment on functioning, productivity, and health-related quality of life in patients with narcolepsy: findings from the Nexus Narcolepsy Registry (waves 1–4)",Thorpy M.J.,2021-08-01,84,380-388,10.1016/j.sleep.2021.06.010,SCOPUS_ID:85109449148
406,Hip Arthroscopic Reduction and Fixation for Adolescent Acetabular Posterior Wall Fracture: A Case Report,Shi R.m.,2021-08-01,13,1934-1938,10.1111/os.13051,SCOPUS_ID:85111890535
407,Prescription medication use as a risk factor for motor vehicle collisions: A responsibility study,Asbridge M.,2021-08-01,27,324-330,10.1136/injuryprev-2020-043840,SCOPUS_ID:85111242177
408,The epidemiology and outcomes of combat ocular trauma among local nationals managed at a deployed military hospital in Afghanistan,Gensheimer W.G.,2021-08-01,35,2155-2163,10.1038/s41433-020-01316-w,SCOPUS_ID:85101006981
409,"Road traffic accident mortality analysis based on time of occurrence: Evidence from Kerala, India",N V.,2021-07-01,11,,10.1016/j.cegh.2021.100745,SCOPUS_ID:85106537967
410,Active bleeding control pilot program in India: Simulation training of the community to stop the bleed and save lives from Road Traffic Injuries: Active Bleeding Control pilot Program in India,Ramachandra G.,2021-07-01,11,,10.1016/j.cegh.2021.100729,SCOPUS_ID:85103757783
411,"A catastrophic presentation of dead limb secondary to traditional bone setter's treatment in Sorong, West Papua: A case report",Luhur L.J.,2021-07-01,84,,10.1016/j.ijscr.2021.106061,SCOPUS_ID:85108084223
412,Prevalence and correlates of unintentional injuries among in-school adolescents in Ghana,Aboagye R.G.,2021-07-01,18,,10.3390/ijerph18136800,SCOPUS_ID:85108441516
413,Risk perceptions and DUI decisions of drivers in different legal environments: New evidence on differential deterrence from a Chinese sample,Yao J.,2021-07-01,157,,10.1016/j.aap.2021.106188,SCOPUS_ID:85105709277
414,Examining the relationship between transportation mode and the experience of road traffic accident in the upper west region of Ghana,Konkor I.,2021-06-01,9,715-722,10.1016/j.cstp.2021.03.009,SCOPUS_ID:85103130866
415,Systematic review of factors determining health care expenditures,Meskarpour Amiri M.,2021-06-01,10,,10.1016/j.hlpt.2021.01.004,SCOPUS_ID:85102015639
416,Impact of the COVID-19 lockdown on the epidemiology of maxillofacial trauma activity: a French multicentre comparative study,de Boutray M.,2021-06-01,50,750-755,10.1016/j.ijom.2020.10.005,SCOPUS_ID:85095815793
417,"Medications and risk of motor vehicle collision responsibility in British Columbia, Canada: a population-based case-control study",Brubacher J.R.,2021-06-01,6,e374-e385,10.1016/S2468-2667(21)00027-X,SCOPUS_ID:85106478534
418,"Self-Reported Speeding Among New York City Adult Drivers, 2015–2016",Norton J.M.,2021-06-01,46,626-634,10.1007/s10900-020-00924-7,SCOPUS_ID:85091139835
419,Design of Driver Monitoring System for Logistics Truck with Design Thinking Approach,Dewi R.N.P.,2021-05-25,,481-487,10.1145/3468013.3468645,SCOPUS_ID:85143887339
420,"Comparison of trauma management between two major trauma services in Riyadh, Kingdom of Saudi Arabia and Melbourne, Australia",Alsenani M.,2021-05-18,11,,10.1136/bmjopen-2020-045902,SCOPUS_ID:85106203609
421,"Review of studies on older drivers’ behavior and stress—methods, results, and outlook",Zhao Y.,2021-05-02,21,,10.3390/s21103503,SCOPUS_ID:85105888709
422,A study identifying the origins of different types of drink driving events through the lens of deterrence: Is it alcohol abuse or avoiding detection?,Freeman J.,2021-05-01,79,157-169,10.1016/j.trf.2021.04.016,SCOPUS_ID:85106550963
423,The Role of the Physical and Social Environment in Observed and Self-Reported Park Use in Low-Income Neighborhoods in New York City,Otero Peña J.E.,2021-04-20,9,,10.3389/fpubh.2021.656988,SCOPUS_ID:85105360356
424,Risk factors associated with quad bike crashes: A protocol for systematic review of observational studies,Menon P.,2021-04-05,11,,10.1136/bmjopen-2020-044456,SCOPUS_ID:85103771961
425,Blueprint for a simulation framework to increase driver training safety in north America: Case study,Hulme K.F.,2021-04-01,7,,10.3390/safety7020024,SCOPUS_ID:85106480695
426,Psychosocial factors associated with the self-reported frequency of cell phone use while driving in Iran,Kalantari A.H.,2021-04-01,16,,10.1371/journal.pone.0249827,SCOPUS_ID:85104591311
427,Mobile phone use intention while driving among public service vehicle drivers: Magnitude and its social and cognitive determinants,Eijigu T.D.,2021-04-01,16,,10.1371/journal.pone.0251007,SCOPUS_ID:85105114366
428,Lethal abusive head trauma in infancy in Denmark from 2000 to 2011,Flugt A.,2021-04-01,68,,,SCOPUS_ID:85104270249
429,Bus stop design and traffic safety: An explorative analysis,Phillips R.O.,2021-04-01,153,,10.1016/j.aap.2020.105917,SCOPUS_ID:85100679562
430,Content analysis of reported activities of the united nations road safety collaboration members during the decade of action for road safety 2011-2020,Flannigan S.A.,2021-03-05,11,,10.1136/bmjopen-2020-042409,SCOPUS_ID:85102200924
431,A foreign body lodged in the ethmoid sinus 3 years previously: A case report,Bazzout A.,2021-03-01,80,,10.1016/j.ijscr.2021.02.002,SCOPUS_ID:85101152001
432,Health impacts of urban bicycling in Mexico,Rojas-Rueda D.,2021-03-01,18,1-11,10.3390/ijerph18052300,SCOPUS_ID:85101540322
433,Differences in rural and urban drivers’ attitudes and beliefs about seat belts,Watson C.E.,2021-03-01,151,,10.1016/j.aap.2021.105976,SCOPUS_ID:85100390344
434,Approaching autonomous driving with cautious optimism: Analysis of road traffic injuries involving autonomous vehicles based on field test data,Ye W.,2021-02-01,27,42-47,10.1136/injuryprev-2019-043402,SCOPUS_ID:85077885603
435,Prevalence of traumatic brain injury among trauma patients in ethiopia: Systematic review and meta-analysis,Abate S.M.,2021-02-01,18,10-17,10.4314/AAS.V18I1.3,SCOPUS_ID:85102239852
436,Trauma centre admissions for traumatic brain injury in France: One-year epidemiological analysis of prospectively collected data,Paget L.M.,2021-02-01,40,,10.1016/j.accpm.2021.100804,SCOPUS_ID:85100061876
437,"Childhood unintentional injury: The impact of family income, education level, occupation status, and other measures of socioeconomic status. A systematic review",Mahboob A.,2021-02-01,26,E39-E45,10.1093/pch/pxz145,SCOPUS_ID:85112439415
438,Chronic medical conditions and their association with crash risk and changes in driving habits: A prospective study of the GAZEL cohort,Naredo Turrado J.,2021-02-01,27,17-23,10.1136/injuryprev-2019-043460,SCOPUS_ID:85077983828
439,Association between sexual activity-related death and non-prescription use of phosphodiesterase type 5 inhibitors,Nagasawa S.,2021-02-01,48,,10.1016/j.legalmed.2020.101815,SCOPUS_ID:85096863028
440,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning,Milusheva S.,2021-02-01,16,,10.1371/journal.pone.0244317,SCOPUS_ID:85100682724
441,Consumer acceptance of shared e-scooters for urban and short-distance mobility,Kopplin C.S.,2021-02-01,91,,10.1016/j.trd.2020.102680,SCOPUS_ID:85099510077
442,Roadway features associated with elderly drivers in motor vehicle crashes,Presser M.,2021-02-01,90,313-318,10.1097/TA.0000000000003034,SCOPUS_ID:85101728607
443,MORTALITY AND INJURY IN UKRAINE AS A RESULT OF TRAFFIC ACCIDENTS IN MEASURING OF PUBLIC HEALTH: TO THE ANALYSIS OF SOCIAL- LEGAL AND CRIMINOLOGICAL PROBLEM,Batyrgareieva V.S.,2021-01-01,74,2870-2876,10.36740/wlek202111202,SCOPUS_ID:85123651967
444,European Countries' Road Safety Evaluation by Taking Inot Account Multiple Classes of Fatalities,Nikolaou P.,2021-01-01,52,284-291,10.1016/j.trpro.2021.01.033,SCOPUS_ID:85101020928
445,Traffic Violations in Guangdong Province of China: Speeding and Drunk Driving,Zhang G.,2021-01-01,,55-78,10.1007/978-981-16-0701-1_5,SCOPUS_ID:85150091796
446,Tyre pattern image retrieval–current status and challenges,Ying L.,2021-01-01,33,237-255,10.1080/09540091.2020.1806207,SCOPUS_ID:85089605392
447,Applications of Machine Learning and Artificial Intelligence in Intelligent Transportation System: A Review,Gangwani D.,2021-01-01,778,203-216,10.1007/978-981-16-3067-5_16,SCOPUS_ID:85113368173
523,A proposal for an alcohol purchase license,Merrell E.,2020-03-03,46,143-148,10.1080/00952990.2019.1676432,SCOPUS_ID:85074855436
448,Where have the others gone⊙Impact of lockdown during COVID-19 pandemic on patient populations undergoing Computed Tomography imaging in a public tertiary care hospital in India,Kawthalkar A.S.,2021-01-01,31,S134-S138,10.4103/ijri.IJRI_424_20,SCOPUS_ID:85100352377
449,Model development for reduction of accidents in traffic congested major roads,Palubon R.L.,2021-01-01,,1076-1077,,SCOPUS_ID:85114247697
450,Extraction method and integration framework for perception features of public opinion in transportation,Liu S.,2021-01-01,13,1-18,10.3390/su13010254,SCOPUS_ID:85098585957
451,Contribution of 10th revision of the international classification of diseases to the coding of medico-legal mortality,Hmandi O.,2021-01-01,27,605-611,10.26719/2021.27.6.605,SCOPUS_ID:85110413551
452,The Blame Game: Double Standards Apply to Autonomous Vehicle Accidents,Zhang Q.,2021-01-01,270,308-314,10.1007/978-3-030-80012-3_36,SCOPUS_ID:85112632958
453,Understanding patterns in Marijuana impaired traffic crashes,Das S.,2021-01-01,26,21-29,10.1080/14659891.2020.1760381,SCOPUS_ID:85084298927
454,Analysis of Side Impact Airbag Performance in NASS CDS,Higuchi K.,2021-01-01,12,94-100,10.20485/JSAEIJAE.12.3_94,SCOPUS_ID:85116354564
455,"The Role of Collaborative E-Government in Surabaya Intelligent Traffic System: A Case Study of Surabaya, Indonesia",Yusuf I.M.,2021-01-01,,2472-2479,,SCOPUS_ID:85126237144
456,Proposals for sustainable transport in natural areas: A case study of teide national park,González R.M.,2021-01-01,13,179-197,10.1108/S2044-994120210000013014,SCOPUS_ID:85107865717
457,Systematic review of the community environment for physical activity in young people-an update to the Report Card Brazil,de Victo E.R.,2021-01-01,23,,10.1590/1980-0037.2021V23E83464,SCOPUS_ID:85123512434
458,Current state of trauma and violence in são paulo-brazil during the COVID-19 pandemic,Ribeiro-Junior M.A.F.,2021-01-01,48,1-7,10.1590/0100-6991e-20202875,SCOPUS_ID:85101789805
459,The impact of human factors and maintenance documentation on aviation safety: An analysis of 15 years of accident data through the pear framework,Zimmermann N.,2021-01-01,39,,10.22488/okstate.22.100230,SCOPUS_ID:85108440881
460,Integrated Knowledge Translation in Non-Communicable Disease Research in Sub-Saharan Africa: A Comparison of Systematic and Ad Hoc Stakeholder Engagement,Mpando T.L.,2021-01-01,2,,10.3389/fitd.2021.753192,SCOPUS_ID:85174748516
461,Children's road-crossing behavior: Emotional decision making and emotion-based temperamental fear and anger,Juzdani M.H.,2021-01-01,45,1188-1198,10.1093/JPEPSY/JSAA076,SCOPUS_ID:85094931919
462,The 2020 China report of the Lancet Countdown on health and climate change,Cai W.,2021-01-01,6,e64-e81,10.1016/S2468-2667(20)30256-5,SCOPUS_ID:85099010407
463,Severely injured patients do not disappear in a pandemic: Incidence and characteristics of severe injuries during COVID-19 lockdown in Finland,Riuttanen A.,2021-01-01,92,249-253,10.1080/17453674.2021.1881241,SCOPUS_ID:85100534636
464,Crowdsourced data for bicycling research and practice,Nelson T.,2021-01-01,41,97-114,10.1080/01441647.2020.1806943,SCOPUS_ID:85089482003
465,Automated vehicles that communicate implicitly: examining the use of lateral position within the lane,Sripada A.,2021-01-01,64,1416-1428,10.1080/00140139.2021.1925353,SCOPUS_ID:85104573059
466,Orthopedic injuries associated with use of electric scooters in the UK: A dangerous trend? Case series and review of the literature,Hourston G.J.M.,2021-01-01,22,242-245,10.1080/15389588.2021.1882676,SCOPUS_ID:85103364287
467,The short-term impact on economic outcomes of SBIRT interventions implemented in reproductive health care settings,Olmstead T.A.,2021-01-01,120,,10.1016/j.jsat.2020.108179,SCOPUS_ID:85095990883
468,Experiences of family members of drivers who violate the law against drinking and driving and its repercussions,Elvira I.d.K.S.,2021-01-01,74,,10.1590/0034-7167-2019-0466,SCOPUS_ID:85101905675
469,Driving Impairment Cases Involving Etizolam and Flubromazolam,Rohrig T.P.,2021-01-01,45,93-98,10.1093/jat/bkaa050,SCOPUS_ID:85097132650
470,The impact of COVID-19 on shoulder and elbow trauma in a skeletally immature population: an Italian survey,Gumina S.,2021-01-01,5,3-8,10.1016/j.jseint.2020.08.003,SCOPUS_ID:85105425689
471,Orofacial trauma on the anterior zone of a trumpet’s player maxilla: Concept of the oral rehabilitation—a case report,Clemente M.P.,2020-12-02,17,1-19,10.3390/ijerph17249423,SCOPUS_ID:85097951354
472,Rethinking highway safety analysis by leveraging crowdsourced waze data,Li X.,2020-12-01,12,1-18,10.3390/su122310127,SCOPUS_ID:85097415091
473,Imbalanced metric learning for crashing fault residence prediction,Xu Z.,2020-12-01,170,,10.1016/j.jss.2020.110763,SCOPUS_ID:85089090799
474,A Comparison of Nowruz 2016 and Nowruz 2017 Accidents Data in Iran,Daranjani A.R.,2020-12-01,5,71-78,10.32598/hdq.5.2.305.2,SCOPUS_ID:85153966388
475,"Socio-demographic determinants of motorcycle speeding in Maha Sarakham, Thailand",Hong V.,2020-12-01,15,,10.1371/journal.pone.0243930,SCOPUS_ID:85098249308
476,A novel integration of smart vehicles and secure clouds for supervising vehicle accidents on roads/highways,Mishra K.N.,2020-12-01,45,,10.1007/s12046-020-1320-9,SCOPUS_ID:85083682241
477,Narratives of long-term resilience: two cases of women aging with spinal cord injury,Rohn E.J.,2020-12-01,6,,10.1038/s41394-020-0267-8,SCOPUS_ID:85083755102
478,"Effectiveness of a Drinking and Driving Campaign on Knowledge, Attitudes, and Behavior Among Drivers in Addis Ababa",Negi N.S.,2020-11-23,2,,10.3389/frsc.2020.563350,SCOPUS_ID:85097024535
479,Associations between vision impairment and driving and the effectiveness of vision-related interventions: Protocol for a systematic review and meta-analysis,Nguyen H.,2020-11-05,10,,10.1136/bmjopen-2020-040881,SCOPUS_ID:85095756228
480,Animal cruelty and neighborhood conditions,Reese L.A.,2020-11-01,10,1-12,10.3390/ani10112095,SCOPUS_ID:85095941338
481,The unknown denominator problem in population studies of disease frequency,Morrison C.N.,2020-11-01,35,,10.1016/j.sste.2020.100361,SCOPUS_ID:85088800152
482,Factors affecting quality of life after pelvic fracture,Verma V.,2020-11-01,11,1016-1024,10.1016/j.jcot.2020.08.011,SCOPUS_ID:85090487867
483,Child transport injuries and deaths in Lebanon: A multicentre retrospective study,Al-Hajj S.,2020-10-26,10,,10.1136/bmjopen-2020-037973,SCOPUS_ID:85094832745
484,"Road Traffic Safety in Poland, Slovakia and Czech Republic-Statistic Analysis",Caban J.,2020-10-21,,,10.1109/AUTOMOTIVESAFETY47494.2020.9293507,SCOPUS_ID:85099219284
485,Sleep and sleepiness in shift-working tram drivers,Onninen J.,2020-10-01,88,,10.1016/j.apergo.2020.103153,SCOPUS_ID:85086443183
524,Malaysian child restraint issues: A brief narrative review,Ramli R.,2020-03-02,17,,10.3390/ijerph17061922,SCOPUS_ID:85082050660
486,Cannabis-related driving and passenger behaviours among high school students: a cross-sectional study using survey data,Carpino M.,2020-10-01,8,E754-E761,10.9778/cmajo.20200081,SCOPUS_ID:85124583630
487,Multi-Task Learning for iRAP Attribute Classification and Road Safety Assessment,Kacan M.,2020-09-20,,,10.1109/ITSC45102.2020.9294305,SCOPUS_ID:85099651919
488,Online cognitive-behavioural therapy for traumatically bereaved people: Study protocol for a randomised waitlist-controlled trial,Lenferink L.,2020-09-03,10,,10.1136/bmjopen-2019-035050,SCOPUS_ID:85090321028
489,Frailty phenotype associated with traffic crashes among older drivers: A cross-sectional study in rural Japan,Liu J.,2020-09-01,18,,10.1016/j.jth.2020.100909,SCOPUS_ID:85088532448
490,Describing headform pose and impact location for blunt impact testing,Jesunathadas M.,2020-08-26,109,,10.1016/j.jbiomech.2020.109923,SCOPUS_ID:85088391321
491,Health insurance coverage for vulnerable children: Two HIV orphans with Burkitt lymphoma and their quest for health insurance coverage in Kenya,Langat S.,2020-08-25,13,,10.1136/bcr-2019-230508,SCOPUS_ID:85089923962
492,Safety of micro-mobility: Analysis of E-Scooter crashes by mining news reports,Yang H.,2020-08-01,143,,10.1016/j.aap.2020.105608,SCOPUS_ID:85085498491
493,Estimate of the excess of deaths reported compared to the report of deaths from covid-19 in peru from march to may 2020,Grillo-Rojas P.F.,2020-08-01,20,646-650,10.25176/RFMH.V20I4.3220,SCOPUS_ID:85176491366
494,Improving safety in organ recovery transportation: Report from the ASTS/UNOS/AST/AOPO transportation safety summit,Axelrod D.A.,2020-08-01,20,2001-2008,10.1111/ajt.15930,SCOPUS_ID:85085023505
495,"Risk awareness, medication adherence, and driving behavior as determined by the provision of drug information to patients",Fukuda Y.,2020-08-01,103,1574-1580,10.1016/j.pec.2020.02.037,SCOPUS_ID:85081656694
496,Predicting Outcomes After Spinal Cord Injury,Chay W.,2020-08-01,31,331-343,10.1016/j.pmr.2020.03.003,SCOPUS_ID:85085296503
497,The complex intensive care and rehabilitation of a quadriplegic patient using a diaphragm pacemaker,Fodor G.,2020-07-30,73,269-273,10.18071/isz.73.0269,SCOPUS_ID:85089131488
498,Assessment of crash location accuracy in electronic crash reporting systems,Iqbal A.M.,2020-07-03,2674,311-323,10.1177/0361198120929183,SCOPUS_ID:85092302495
499,Life stress and uncertainty stress: which is more associated with unintentional injury?,Peng S.,2020-07-02,25,774-780,10.1080/13548506.2019.1687913,SCOPUS_ID:85074790056
500,Crash risk and subjective risk perception during urban cycling: Evidence for congruent and incongruent sources,von Stülpnagel R.,2020-07-01,142,,10.1016/j.aap.2020.105584,SCOPUS_ID:85086792862
501,Impact on the regional ambulance services and emergency departments of the 2017 freezing rain in Milan,Landoni G.,2020-06-30,16,73-77,10.22514/sv.2020.16.0010,SCOPUS_ID:85087346229
502,Barriers to Firearm Injury Research,Donnelly K.A.,2020-06-01,58,825-831,10.1016/j.amepre.2020.01.005,SCOPUS_ID:85081282923
503,Computed tomography estimation of the prevalence of neuro-ophthalmic injuries in head trauma patients seen in a tertiary health facility in Ghana,Gorleku P.N.,2020-06-01,6,,10.1016/j.heliyon.2020.e04200,SCOPUS_ID:85086566291
504,A Mobile Game (Safe City) Designed to Promote Children's Safety Knowledge and Behaviors: Protocol for a Randomized Controlled Trial,Wong R.S.,2020-06-01,9,,10.2196/17756,SCOPUS_ID:85090444099
505,Red light camera interventions for reducing traffic violations and traffic crashes: A systematic review,Cohn E.G.,2020-06-01,16,,10.1002/cl2.1091,SCOPUS_ID:85087040688
506,Epidemiology and visual outcomes of ocular injuries in a low resource country,Abu E.K.,2020-06-01,20,779-788,10.4314/ahs.v20i2.31,SCOPUS_ID:85090539352
507,"Accidental poisoning, intentional self-harm and event of undetermined intent mortality over 20 years in Iceland: A population-based cohort study",Gunnarsdottir O.S.,2020-05-20,10,,10.1136/bmjopen-2019-034590,SCOPUS_ID:85085157878
508,"Assessing the impact of the 2015 introduction of increased penalties and enhanced public awareness and enforcement activities on texting while driving among adults in Ontario, Canada",Wickens C.M.,2020-05-18,21,241-246,10.1080/15389588.2020.1731922,SCOPUS_ID:85083551119
509,Psychometric properties re-evaluation of the Persian version of Manchester driving behavior questionnaire,Arghami S.,2020-05-06,17,,,SCOPUS_ID:85097237306
510,Missed opportunities to advance knowledge on traffic safety: Accessibility of driver licensing and crash data for scientific research,Carey M.E.,2020-05-01,139,,10.1016/j.aap.2020.105500,SCOPUS_ID:85081936763
511,DARE: A Reports Dataset for Global Misbehavior Authority Evaluation in C-ITS,Haidar F.,2020-05-01,2020-May,,10.1109/VTC2020-Spring48590.2020.9128687,SCOPUS_ID:85088301373
512,Characteristics and injury patterns in electric-scooter related accidents—A prospective two-center report from Germany,Störmann P.,2020-05-01,9,,10.3390/jcm9051569,SCOPUS_ID:85099687918
513,"Injury-related deaths in enugu, nigeria from 2010 to 2016: A descriptive review",Ohayi S.R.,2020-05-01,36,1-11,10.11604/pamj.2020.36.266.25273,SCOPUS_ID:85092535075
514,Surgical treatment of complex fractures of the upper end of the humerus: A retrospective study of 25 cases,Sahnoun N.,2020-05-01,36,1-9,10.11604/PAMJ.2020.36.5.22729,SCOPUS_ID:85086692993
515,"Urban dynamics, everyday hazards and disaster risks in Ibadan, Nigeria",Adelekan I.O.,2020-04-01,32,213-232,10.1177/0956247819844738,SCOPUS_ID:85084661907
516,"Road user behaviour, attitudes and crashes: a survey of Aboriginal and Torres Strait Islander people in Australia",Cullen P.,2020-04-01,26,123-128,10.1136/injuryprev-2018-043011,SCOPUS_ID:85062653114
517,Addressing the awareness gap: A combined survey and vehicle registration analysis to assess car owners’ usage of ADAS in fleets,Harms I.M.,2020-04-01,134,65-77,10.1016/j.tra.2020.01.018,SCOPUS_ID:85079328855
518,Assessing the Emergent Public Health Concern of All-Terrain Vehicle Injuries in Rural and Agricultural Environments: Initial Review of Available National Datasets in the United States,Weichelt B.,2020-04-01,6,,10.2196/15477,SCOPUS_ID:85097814298
519,Methylphenidate improves executive functions in patients with traumatic brain injuries: A feasibility trial via the idiographic approach,Al-Adawi S.,2020-03-19,20,,10.1186/s12883-020-01663-x,SCOPUS_ID:85082065611
520,Neuropathology of a remarkable case of memory impairment informs human memory,Gao A.F.,2020-03-16,140,,10.1016/j.neuropsychologia.2020.107342,SCOPUS_ID:85079402245
521,Security issues and challenges in V2X: A Survey,Ghosal A.,2020-03-14,169,,10.1016/j.comnet.2019.107093,SCOPUS_ID:85077505260
522,Analysis of traffic accident severity in Baghdad city using Binary Logistic Regression Model,Joni H.H.,2020-03-05,737,,10.1088/1757-899X/737/1/012140,SCOPUS_ID:85082041394
525,Impact of Automation on General Aviation Rotorcraft Mishaps: A Human Factors Analysis,Milner M.,2020-03-01,,,10.1109/AERO47225.2020.9172643,SCOPUS_ID:85092545955
526,Sharing ships’ weather data via AIS,Tetreault B.,2020-03-01,14,143-150,10.12716/1001.14.01.17,SCOPUS_ID:85082803865
527,"Injury-related deaths before and during the Islamic State insurgency - Baghdad, Iraq, 2010-2015",Goers M.,2020-02-18,14,,10.1186/s13031-020-0252-7,SCOPUS_ID:85079745886
528,Insurance coverage for traffic accident victims in Iran’s health system,Sharifi T.,2020-02-01,25,27-33,10.30491/TM.2020.220331.1072,SCOPUS_ID:85090517374
529,"Integrating e-scooters in urban transportation: Problems, policies, and the prospect of system change",Gössling S.,2020-02-01,79,,10.1016/j.trd.2020.102230,SCOPUS_ID:85078250521
530,Present conditions of marijuana regulation in USA: Medical and recreational use,Tomiyama K.I.,2020-02-01,140,179-192,10.1248/yakushi.19-00195-2,SCOPUS_ID:85078832951
531,Exploratory analysis of automated vehicle crashes in California: A text analytics & hierarchical Bayesian heterogeneity-based approach,Boggs A.M.,2020-02-01,135,,10.1016/j.aap.2019.105354,SCOPUS_ID:85075627893
532,Mortality attributable to nutritional deficiencies among iranian children under the age of five at national and sub-national level: 1995-2015,Soleimanzadehkhayat M.,2020-02-01,23,75-83,,SCOPUS_ID:85079359808
533,Exploring the severity of bicycle – Vehicle crashes using latent class clustering approach in India,Sivasankaran S.K.,2020-02-01,72,127-138,10.1016/j.jsr.2019.12.012,SCOPUS_ID:85078563486
534,Road Safety Challenges in Sub-Saharan Africa: The Case of Ghana,Odonkor S.T.,2020-01-01,2020,,10.1155/2020/7047189,SCOPUS_ID:85091873764
535,The dilemma of road safety in the eastern province of Saudi Arabia: Consequences and prevention strategies,Jamal A.,2020-01-01,17,,10.3390/ijerph17010157,SCOPUS_ID:85077277794
536,Public perceptions of autonomous vehicle safety: An international comparison,Moody J.,2020-01-01,121,634-650,10.1016/j.ssci.2019.07.022,SCOPUS_ID:85069587992
