id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
152,MTNet: A Multi-task Learning Framework that Integrates Intra-task and Task-specific Dependencies for Traffic Forecasting,Zhang S.,2025-01-01,,,10.1109/TKDE.2025.3638147,SCOPUS_ID:105023157076
153,"Integrating Emotion Recognition, Vehicle Detection & Predictive Safety: A Comprehensive Survey for Intelligent Transportation Systems",Pandey A.,2025-01-01,,,10.1109/ISAC364032.2025.11156882,SCOPUS_ID:105018908077
154,A Comparative Study on Fatigue Detection Models With Temporal Feature Fusion,Li Y.,2025-01-01,,439-444,10.1109/ICEICT66683.2025.11160205,SCOPUS_ID:105018079635
155,YOLOv8-Powered Driver Monitoring: A Scalable and Efficient Approach for Real-Time Distraction Detection,Kaif A.,2025-01-01,,338-345,10.1109/ICICT64420.2025.11005355,SCOPUS_ID:105007430857
156,Spatial–Temporal Video Analysis For Advanced Traffic Conflict Detection And Risk Assessment Using Yolov8 And Attention-Enhanced Safety Metrics,Singh A.,2025-01-01,,,10.1007/s13177-025-00572-y,SCOPUS_ID:105022613425
157,Comparative Study of YOLOv11-Segmentation Models for Vehicle Light Status Detection,Rabbani M.R.,2025-01-01,,103-108,10.1109/ICERA66156.2025.11087343,SCOPUS_ID:105013471212
158,Forecasting the Intensity of Road Traffic Collisions using Machine Learning Algorithms,Rithickroshan M.,2025-01-01,,795-802,10.1109/ICCMC65190.2025.11140733,SCOPUS_ID:105016904842
159,Hybrid spatial and channel attention in post-accident object detection,Kim J.,2025-01-01,19,,10.1049/itr2.12594,SCOPUS_ID:85213720149
160,EffIntentGCN: An Efficient Graph Convolutional Network for Skeleton-Based Pedestrian Crossing Intention Prediction,Shi J.,2025-01-01,26,13175-13186,10.1109/TITS.2025.3585950,SCOPUS_ID:105012753951
161,Assessing single motorcycle crash injury severity factor using a novel partial temporally constrained random parameters logit model,Dzinyela R.,2025-01-01,,,10.1080/23249935.2025.2478307,SCOPUS_ID:105000313883
162,Traffic Sign Recognition Algorithm Based on Improved Real-Time Detection Transformer,Zhang R.,2025-01-01,,352-357,10.1109/ICCECE65250.2025.10984826,SCOPUS_ID:105007422016
163,CycleCrash: A Dataset of Bicycle Collision Videos for Collision Prediction and Analysis,Desai N.P.,2025-01-01,,6688-6698,10.1109/WACV61041.2025.00651,SCOPUS_ID:105003635893
164,TSM-Based Multi-pilot Behavior Recognition Method for Ship Bridges,Chen C.,2025-01-01,1390 LNEE,129-136,10.1007/978-981-96-3961-8_12,SCOPUS_ID:105002438236
165,Machine Learning-Based Road Hazard Detection for Improved Driving Assistance and Safety,Singh K.P.,2025-01-01,18,845-858,10.22266/ijies2025.0630.58,SCOPUS_ID:105004996551
166,VP2Net: Visual Perception-Inspired Network for Exploring the Causes of Drivers’ Attention Shift,Zhao C.,2025-01-01,26,20012-20026,10.1109/TITS.2025.3610121,SCOPUS_ID:105020746854
167,A Comparative Study of Classical Spectral and Spatial Feature Extraction Methods for Fatigue Detection via EEG Signals,Zahid A.M.,2025-01-01,,,10.1109/ISAS66241.2025.11101841,SCOPUS_ID:105014933075
168,"A YOLOv11-Based Robust, Scalable, and Efficient Pothole Detection Approach",Qaser S.F.,2025-01-01,,,10.1109/EAIC66483.2025.11101519,SCOPUS_ID:105015499275
169,Design of an Intelligent Driving Behavior Monitoring System for Vehicle Drivers Based on CNN-RNN,Hu Z.,2025-01-01,,349-352,10.1109/ICETCI64844.2025.11084217,SCOPUS_ID:105013071296
170,Spatiotemporal Influence Analysis Through Traffic Speed Pattern Analysis Using Spatial Classification,Chong K.,2025-01-01,15,,10.3390/app15010196,SCOPUS_ID:85214472052
171,Auto-Fusing Covariance and Phase Locking Value With Brain-Inspired Spiking Neural Networks for EEG-Based Driver Reaction Time Prediction,Parekkattil A.V.,2025-01-01,9,,10.1109/LSENS.2024.3523443,SCOPUS_ID:85213725012
172,Exploring and Evaluating Deep Learning Techniques for Traffic Prediction in Urban Environments,Buchade S.,2025-01-01,,,10.1177/03611981251394676,SCOPUS_ID:105023844419
173,Multi-Fatigue Indicator Detection for Drivers Using FaceMesh,Jiao X.,2025-01-01,,396-399,10.1109/ICECAI66283.2025.11171211,SCOPUS_ID:105018803648
174,Adaptive Quantum and Graph-Attentive Security Framework for DoS Attack Mitigation in VANETs,Anjum A.,2025-01-01,,1665-1671,10.1109/ICMLAS64557.2025.10969038,SCOPUS_ID:105004812061
175,Driver Drowsiness Detection Using a Hybrid Deep Learning Framework,Venu K.S.,2025-01-01,,2005-2010,10.1109/ICIRCA65293.2025.11089643,SCOPUS_ID:105013621626
176,Utilising a Novel Multi-level Multi-feature Fusion Approach to Detect and Diagnose Driver Fatigue in Real-Time,Butcher S.,2025-01-01,2607 CCIS,295-311,10.1007/978-3-032-04657-4_20,SCOPUS_ID:105020245128
177,Monitoring of Speed Breaker Violations with RoadHAWK,Mahalik R.C.,2025-01-01,,833-836,10.1109/COMSNETS63942.2025.10885602,SCOPUS_ID:105001659813
178,Hazards-Based Duration Time Model with Priorities Considering Unobserved Heterogeneity Using Real-Time Traffic and Weather Big Data,Lee S.,2025-01-01,2679,1695-1707,10.1177/03611981241255905,SCOPUS_ID:85200006865
179,A Novel Multi-Resolution Heart Rate Variability Analysis for IoT-based Drowsiness Detection: Preserving Temporal Trends in Features Series,Hafidi H.E.,2025-01-01,,,10.23919/SpliTech65624.2025.11091790,SCOPUS_ID:105013457442
180,Personalised Driver Risk Assessment With Adaptive Feedback Using Crowdsensed Telemetric Data,Muhammad A.S.,2025-01-01,19,,10.1049/itr2.70071,SCOPUS_ID:105014517386
181,YoFlow Method for Scenario Based Automatic Accident Detection,Haryanto A.,2025-01-01,,,10.1109/OJITS.2025.3639557,SCOPUS_ID:105024089393
182,Intelligent Automation of Driver Behavior Analysis Using Machine Learning: CAN Bus Signals,Qibtiah R.M.,2025-01-01,,12-17,10.1109/ROMA66616.2025.11155542,SCOPUS_ID:105019045752
183,An Improved Self-Attention for Video Prediction,Hata R.,2025-01-01,432 SIST,447-459,10.1007/978-981-96-1154-6_30,SCOPUS_ID:105013027744
184,Mobile Phone Sensor-based Nigerian Driving Dataset to Detect Alcohol-influenced Behaviours,Thompson I.P.,2025-01-01,,,10.1109/ICAC65379.2025.11196488,SCOPUS_ID:105021494069
185,Real-time crash risk estimation with autonomous vehicle data: a comparative analysis of extreme value models,Kamel A.,2025-01-01,,,10.1080/23249935.2025.2495125,SCOPUS_ID:105004428607
186,A Multi-Sensor Late Fusion Framework for Driver Cognitive State Detection,Raafay Umar S.A.,2025-01-01,,,10.1109/AVSS65446.2025.11149912,SCOPUS_ID:105017421631
187,Real-Time Traffic Insights With Physics-Informed Neural Networks: Integrating the Aw-Rascle Model and LLMs,Syum Gebre T.,2025-01-01,13,181246-181266,10.1109/ACCESS.2025.3618282,SCOPUS_ID:105018215395
188,DA-RMN: Denoising Attention Enhanced Recurrent Multigraph Convolutional Network for Traffic Flow Prediction,Bao Y.,2025-01-01,12,4820-4833,10.1109/JIOT.2024.3476498,SCOPUS_ID:85207325935
189,Data-Driven Prediction of Vehicle-Vulnerable Road User Collisions at Road Intersections Using Machine Learning Models,Atif Y.,2025-01-01,257,777-784,10.1016/j.procs.2025.03.100,SCOPUS_ID:105005181125
190,Towards Safer Roads: An End-to-End Deep Learning Framework for Traffic Violation Detection and License Plate Recognition,Kavitha A.,2025-01-01,,,10.1177/18758967251397468,SCOPUS_ID:105022267506
191,Context-Aware Warning Systems: Leveraging Driving Environment Data for Improved Driver and Road User Warnings,Stocker A.,2025-01-01,,573-581,10.5220/0013820600003985,SCOPUS_ID:105022278382
192,AI-Driven TrafNet-DCMCRP for Congestion-Aware Routing and Traffic Management in VANETs,Kumar D.S.,2025-01-01,18,239-251,10.22266/ijies2025.0630.18,SCOPUS_ID:105004996209
193,Urban Traffic Prediction Using Hybrid XGBoost–LSTM Model,Bechere M.,2025-01-01,18,,10.12785/ijcds/1571136041,SCOPUS_ID:105008034448
194,Road Safety Risk Assessment Approach for Freight Vehicles Using Warning Data,Yang C.,2025-01-01,13,126769-126779,10.1109/ACCESS.2025.3588502,SCOPUS_ID:105010974137
195,A Self-Sovereign Identity-Based Authentication and Reputation Protocol for IoV Applications,Emanuel Farias da Costa Borges V.,2025-01-01,13,105693-105711,10.1109/ACCESS.2025.3579929,SCOPUS_ID:105008674921
196,Unsupervised Hybrid VAE-Based Anomaly Detection for Vehicle Onboard LiDAR Sensors,Sboui N.,2025-01-01,13,81835-81847,10.1109/ACCESS.2025.3568395,SCOPUS_ID:105004932909
197,Autonomous vehicle collision prediction systems: Artificial intelligence (AI) in action with knowledge graphs,Gupta R.,2025-01-01,,335-358,10.1016/B978-0-443-30040-0.00017-5,SCOPUS_ID:105011220333
198,Predicting Driver Alertness by Learning Takeover Patterns from Vehicle Telemetry,Chung W.K.,2025-01-01,,,10.1109/ICoICT66265.2025.11192954,SCOPUS_ID:105020919718
199,YOLO and BiLSTM Fusion for Smart Motorcycle Ignition,Daniel E.,2025-01-01,,930-936,10.1109/ICICT64420.2025.11004780,SCOPUS_ID:105007416530
200,Data-driven BN and DBN models prediction performance for ship collision risk assessment,Celik C.,2025-01-01,,1945-1952,10.1109/ICTIS68762.2025.11214913,SCOPUS_ID:105022445084
201,Driver Fatigue Detection Based on BiLSTM-At and Multi-Source Information Fusion,Zhao R.,2025-01-01,,1719-1723,10.1109/ICCEA65460.2025.11103417,SCOPUS_ID:105014941705
202,Fatigue Driving Detection Based on Eye Features,Yao S.,2025-01-01,,1036-1041,10.1109/ICMA65362.2025.11120844,SCOPUS_ID:105016012802
203,Synchronized Delay Measurement of Multi-Stream Analysis over Data Concentrator Units,Yusupov A.,2025-01-01,14,,10.3390/electronics14010081,SCOPUS_ID:85214534365
204,Operating Speed Prediction Model for Horizontal Curves of Two-Lane Rural Highways,Mulangi R.H.,2025-01-01,673 LNCE,359-369,10.1007/978-981-96-8448-9_25,SCOPUS_ID:105020168712
205,Selective State-Focused Graph Attention Networks for Multihorizon Traffic Forecasting,Vashistha S.,2025-01-01,,,10.1109/TCSS.2025.3605930,SCOPUS_ID:105020067760
206,The cascade matching method for multi-object tracking of 3D LiDAR point clouds,Chen G.,2025-01-01,52,,10.12086/oee.2025.250050,SCOPUS_ID:105009420024
207,Morphology Recognition Network via Contrastive Distillation for Detecting Rail Surface Defects,Zhou W.,2025-01-01,,,10.1109/TETCI.2025.3593905,SCOPUS_ID:105013140966
208,FD-YOLO: A YOLO Network Optimized for Fall Detection,Hwang H.,2025-01-01,15,,10.3390/app15010453,SCOPUS_ID:85214491043
209,Evaluating Deep Learning Approaches for Traffic Prediction in VANETs: A Comparative Study,Hanine M.,2025-01-01,,,10.1109/ECAI65401.2025.11095555,SCOPUS_ID:105013843459
210,Enhancing Small Object Detection in Resource-Constrained ARAS Using Image Cropping and Slicing Techniques,Kaundanya C.,2025-01-01,3,570-583,10.5220/0013190400003912,SCOPUS_ID:105001838361
211,UAV-based intelligent traffic surveillance using recurrent neural networks and Swin transformer for dynamic environments,Alshehri M.,2025-01-01,19,,10.3389/fnbot.2025.1681341,SCOPUS_ID:105019978618
212,AI-Driven Space Debris Detection and Trajectory Prediction for Enhanced Safety at Bhartiya Antriksh Station,Kumar G.,2025-01-01,,,10.1109/SPACE65882.2025.11171228,SCOPUS_ID:105018457372
213,Quasi Oppositional Jaya Algorithm with Computer Vision based Deep Learning Model for Emotion Recognition on Autonomous Vehicle Drivers,Rajesh D.,2025-01-01,14,141-153,10.54216/JISIoT.140111,SCOPUS_ID:85202740121
214,Fuzzy-based driver monitoring system to assess dangerous driving on roads,Zargari S.A.,2025-01-01,,,10.1080/15389588.2025.2539923,SCOPUS_ID:105013789553
215,A review on the estimation of vulnerable road user behavior for automated vehicles,Ara J.,2025-01-01,19,547-575,10.1080/15568318.2025.2510413,SCOPUS_ID:105006982602
216,Perception and performance: Evaluating driver behavior on horizontal curves at day and night based on optical flow model analysis,Wang J.,2025-01-01,26,671-678,10.1080/15389588.2024.2444471,SCOPUS_ID:85219733179
217,Enhancing indoor PM2.5 predictions based on land use and indoor environmental factors by applying machine learning and spatial modeling approaches,Lu Q.O.,2024-12-15,363,,10.1016/j.envpol.2024.125093,SCOPUS_ID:85207063347
218,An innovative traffic flow detection model based on temporal video frame analysis and grayscale aggregation quantification,Liu X.,2024-12-11,18,4704-4715,10.1049/ipr2.13279,SCOPUS_ID:85208810440
219,Customized Vehicle Feature Control through Driver Recognition Technology,Marimuthu R.,2024-12-05,,,10.4271/2024-28-0219,SCOPUS_ID:85213367370
220,Dynamic object detection using sparse LiDAR data for autonomous machine driving and road safety applications,Gupta A.,2024-12-01,255,,10.1016/j.eswa.2024.124636,SCOPUS_ID:85197336112
221,Auto-GeRo: An IOT based Geo Spatial Model for Real-Time Road Condition Detection,Singh A.K.,2024-12-01,5,,10.1007/s42979-024-03362-7,SCOPUS_ID:85208143833
222,Evolution of user behaviour on social media during 2018 road safety movement in Bangladesh,Sharmin S.,2024-12-01,14,,10.1007/s13278-024-01349-z,SCOPUS_ID:85204937922
223,Research on highway rain monitoring based on rain monitoring coefficient,Wang X.,2024-12-01,14,,10.1038/s41598-024-53360-1,SCOPUS_ID:85185901087
224,A novel interval rough model for optimizing road network performance and safety,Na Z.,2024-12-01,255,,10.1016/j.eswa.2024.124844,SCOPUS_ID:85199704681
225,An Improved Real-Time Detection Transformer Model for the Intelligent Survey of Traffic Safety Facilities,Wan Y.,2024-12-01,16,,10.3390/su162310172,SCOPUS_ID:85211802435
226,A CAV-Lead speed advice approach considering local spatiotemporal traffic state near bottlenecks,Cao D.,2024-12-01,208,,10.1016/j.aap.2024.107798,SCOPUS_ID:85205137038
227,Efficient and Secure Graph-Based Trust-Enabled Routing in Vehicular Ad-Hoc Networks,Alam I.,2024-12-01,29,1732-1752,10.1007/s11036-023-02274-9,SCOPUS_ID:85182151278
228,Robust pavement crack segmentation network based on transformer and dual-branch decoder,Yu Z.,2024-11-29,453,,10.1016/j.conbuildmat.2024.139026,SCOPUS_ID:85208100888
229,Analyzing the Relationship Between User Feedback and Traffic Accidents Through Crowdsourced Data,Kim J.,2024-11-01,16,,10.3390/su16229867,SCOPUS_ID:85210564674
230,Analyzing urban traffic crash patterns through spatio-temporal data: A city-level study using a sparse non-negative matrix factorization model with spatial constraints approach,Jin J.,2024-11-01,172,,10.1016/j.apgeog.2024.103402,SCOPUS_ID:85203202853
231,Quantitative Estimation and Analysis of Spatiotemporal Delay Effects in Expressway Traffic Accidents,Zhang Y.,2024-11-01,13,,10.3390/ijgi13110407,SCOPUS_ID:85210264425
232,Road Defect Identification and Location Method Based on an Improved ML-YOLO Algorithm,Li T.,2024-11-01,24,,10.3390/s24216783,SCOPUS_ID:85208651990
233,Rethinking real-time risk prediction from multi-step time series forecasting on highway car-following scenarios,Zhang H.,2024-11-01,207,,10.1016/j.aap.2024.107748,SCOPUS_ID:85201501915
234,Quantifying Cigarette and e-Cigarette Marketing Exposure among Chinese Adolescents Using Ecological Momentary Assessment,Czaplicki L.,2024-11-01,26,1480-1488,10.1093/ntr/ntae103,SCOPUS_ID:85207356698
235,Learning multi-layer interactive residual feature fusion network for real-time traffic sign detection with stage routing attention,Zhang J.,2024-10-01,21,,10.1007/s11554-024-01554-1,SCOPUS_ID:85204940421
236,DriSm_YNet: a breakthrough in real-time recognition of driver smoking behavior using YOLO-NAS,Pandey N.N.,2024-10-01,36,18413-18432,10.1007/s00521-024-10162-w,SCOPUS_ID:85199599410
237,Real-time rear-end conflict prediction on congested highways sections using trajectory data,An X.,2024-10-01,187,,10.1016/j.chaos.2024.115391,SCOPUS_ID:85201471705
238,"‘I mean, I wouldn't say I was sober’: Exploring the psychosocial impact of e-scooter injuries and aligning a collaborative public health response",Piatkowski T.,2024-10-01,35,1128-1135,10.1002/hpja.845,SCOPUS_ID:85184173703
239,Multidimensional information fusion and broad learning system-based condition recognition for energy pipeline safety,Zhu C.,2024-09-27,300,,10.1016/j.knosys.2024.112259,SCOPUS_ID:85199255439
240,An Intelligent Real-Time Driver Activity Recognition System Using Spatio-Temporal Features,Kidu T.,2024-09-01,14,,10.3390/app14177985,SCOPUS_ID:85203861290
241,Real-time anomaly detection for ‘Remote’ bus stop surveillance using unsupervised conditional generative adversarial networks,Xi B.,2024-09-01,36,15799-15813,10.1007/s00521-024-09911-8,SCOPUS_ID:85193466475
242,A study on diversion behavior in weaving segments: Individualized traffic conflict prediction and causal mechanism analysis,Yuan R.,2024-09-01,205,,10.1016/j.aap.2024.107681,SCOPUS_ID:85196290239
243,An Efficient Foreign Object Recognition Model in Rail Transit Based on Real-Time Railway Region Extraction and Object Detection,Feng Z.C.,2024-08-01,19,3723-3734,10.1007/s42835-024-01805-y,SCOPUS_ID:85184504276
244,DCoMA: A dynamic coordinative merging assistant strategy for on-ramp vehicles with mixed traffic conditions,Li L.,2024-08-01,165,,10.1016/j.trc.2024.104700,SCOPUS_ID:85195823208
245,Paraquat disrupts KIF5A-mediated axonal mitochondrial transport in midbrain neurons and its antagonism by melatonin,Hong H.,2024-07-15,934,,10.1016/j.scitotenv.2024.173119,SCOPUS_ID:85193275629
246,Assessing network-based traffic crash risk using prospective space-time scan statistic method,Miao C.,2024-07-01,119,,10.1016/j.jtrangeo.2024.103958,SCOPUS_ID:85199910955
247,Modeling temporal correlation and heterogeneity in real-time conflict rates using Bayesian Tobit models for signalized intersections,Guo Y.,2024-07-01,202,,10.1016/j.aap.2024.107552,SCOPUS_ID:85191584119
248,Custom Anchorless Object Detection Model for 3D Synthetic Traffic Sign Board Dataset with Depth Estimation and Text Character Extraction,Soans R.,2024-07-01,14,,10.3390/app14146352,SCOPUS_ID:85199458437
249,Advancing urban traffic accident forecasting through sparse spatio-temporal dynamic learning,Cui P.,2024-06-01,200,,10.1016/j.aap.2024.107564,SCOPUS_ID:85189543707
250,A passenger flow spatial–temporal distribution model for a passenger transit hub considering node queuing,Wen X.,2024-06-01,163,,10.1016/j.trc.2024.104640,SCOPUS_ID:85191834159
251,Investigating the temporal dynamics of motor vehicle collision density patterns in urban road networks – A case study of New York,Chang H.,2024-06-01,89,116-134,10.1016/j.jsr.2024.02.009,SCOPUS_ID:85187346559
252,Investigating built environment and traffic flow impact on crash frequency in urban road networks,Xiao D.,2024-06-01,201,,10.1016/j.aap.2024.107561,SCOPUS_ID:85189744724
253,Using the dead to infer about the living: Amphibian roadkill spatiotemporal dynamics suggest local populations' reduction,Pinto T.,2024-06-01,927,,10.1016/j.scitotenv.2024.172356,SCOPUS_ID:85190239886
254,A macroscopic safety indicator for road segment: application of entropy theory,Ye W.,2024-05-15,642,,10.1016/j.physa.2024.129787,SCOPUS_ID:85192167725
255,Scalable Pythagorean Mean-based Incident Detection in Smart Transportation Systems,Islam M.J.,2024-05-14,8,,10.1145/3603381,SCOPUS_ID:85198751506
256,Research on Methodology of Intelligent Traffic Accident Detection based on Enhanced YOLOv8 Algorithm,Gao G.,2024-05-10,,340-348,10.1145/3665348.3665406,SCOPUS_ID:85198990953
257,Spatial and Temporal Analysis of Road Traffic Accidents in Major Californian Cities Using a Geographic Information System,Alsahfi T.,2024-05-01,13,,10.3390/ijgi13050157,SCOPUS_ID:85194142228
258,A Fast Spatial-temporal Information Compression algorithm for online real-time forecasting of traffic flow with complex nonlinear patterns,Xu Z.,2024-05-01,182,,10.1016/j.chaos.2024.114852,SCOPUS_ID:85190249307
259,Real-time combined safety-mobility assessment using self-driving vehicles collected data,Kamel A.,2024-05-01,199,,10.1016/j.aap.2024.107513,SCOPUS_ID:85186504897
260,SDPH: a new technique for spatial detection of path holes from huge volume high-resolution raster images in near real-time,Tasyurek M.,2024-05-01,21,,10.1007/s11554-024-01451-7,SCOPUS_ID:85189644005
261,Accelerated Augmented Reality Holographic 4k Video Projections Based on Lidar Point Clouds for Automotive Head-Up Displays,Skirnewskaja J.,2024-04-24,12,,10.1002/adom.202301772,SCOPUS_ID:85180227383
262,"Survey of Dynamic Knowledge Graph for Urban Traffic: Construction, Representation and Application",Liu Y.,2024-04-01,26,946-966,10.12082/dqxxkx.2024.230572,SCOPUS_ID:85193602725
263,A driver stress detection model via data augmentation based on deep convolutional recurrent neural network,Zhao Q.,2024-03-15,238,,10.1016/j.eswa.2023.122056,SCOPUS_ID:85175205299
264,New Modeling Approach for Predicting Disaggregated Time-Series Traffic Crashes,Cai B.,2024-03-01,2678,637-648,10.1177/03611981231182703,SCOPUS_ID:85165297959
265,Pothole detection in bituminous road using convolutional neural network with transfer learning,Tripathi M.K.,2024-03-01,33,1950-1957,10.11591/ijeecs.v33.i3.pp1950-1957,SCOPUS_ID:85185587076
266,Vehicle distance warning method based on improved YOLOv4⁃tiny algorithm,Wang H.Z.,2024-03-01,54,741-748,10.13229/j.cnki.jdxbgxb.20220473,SCOPUS_ID:85173555173
267,Predicting Highway Risk Event with Trajectory Data: A Joint Approach of Traffic Flow and Vehicle Kinematics,Huang S.,2024-02-01,13,,10.3390/electronics13030625,SCOPUS_ID:85184477098
268,DeepSecDrive: An explainable deep learning framework for real-time detection of cyberattack in in-vehicle networks,Ding W.,2024-02-01,658,,10.1016/j.ins.2023.120057,SCOPUS_ID:85181171623
269,Graphical Consensus-Based Sharding for Efficient and Secure Sharings in Blockchain-Enabled Internet of Vehicles,Li W.,2024-02-01,73,1991-2002,10.1109/TVT.2023.3311445,SCOPUS_ID:85171555809
270,Advancing proactive crash prediction: A discretized duration approach for predicting crashes and severity,Thapa D.,2024-02-01,195,,10.1016/j.aap.2023.107407,SCOPUS_ID:85178622803
271,Spatio-Temporal Transportation Images Classification Based on Light and Weather Conditions,Gawali T.K.,2024-01-29,12,150-154,,SCOPUS_ID:85186437833
272,A traffic accident prediction model based on a Spatial-Attention Temporal Graph Convolutional Network,Yang Z.,2024-01-01,,886-890,10.1109/EIT63098.2024.10762275,SCOPUS_ID:85214442112
273,Deep Learning-Based Traffic Accident Prediction: An Investigative Study for Enhanced Road Safety,Girija M.,2024-01-01,10,,10.4108/eetiot.5166,SCOPUS_ID:85185943244
274,Explainable Traffic Accident Severity Prediction with Attention-Enhanced Bidirectional GRU-LSTM,Muhammad A.S.,2024-01-01,,1083-1090,10.1109/SWC62898.2024.00174,SCOPUS_ID:105002216450
275,Enhancing Traffic Incident Detection Through ADASYN-Attention Fusion: A Comparative Study with RITIS Data,Liu R.,2024-01-01,,1488-1493,10.1109/ITSC58415.2024.10919901,SCOPUS_ID:105001673639
276,Real-Time Traffic Sign Detection For Autonomous Vehicles Using Improved YOLOv8,Henlin R.C.,2024-01-01,,356-361,10.1109/ISRITI64779.2024.10963400,SCOPUS_ID:105004413582
277,Multi-Scale and Similarity Interaction Modeling for Pedestrian Trajectory Prediction Based on Graph Convolutional Neural Networks,Liu S.,2024-01-01,,138-143,10.1109/CCSB63463.2024.10735465,SCOPUS_ID:85210879373
278,Spatio-temporal Analysis of the Main Types of Road Incidents in Mexico City 2018–2022,Hernández-Martínez P.,2024-01-01,,19-30,10.1007/978-3-031-61440-8_2,SCOPUS_ID:85200982205
279,An Algorithm for Automatic Traffic Incident Detection Based on Surveillance Video,Huang S.D.,2024-01-01,41,169-176,10.3969/j.issn.1002-0268.2024.01.019,SCOPUS_ID:105002143473
280,Leveraging Commercial Connected Vehicle Data for High-Speed Signalized Intersection Safety: A Quantitative Analysis of Hard-Braking and Crashes,Wei X.,2024-01-01,,138-142,10.1109/WFPST58552.2024.00028,SCOPUS_ID:85201178743
281,Enhancing road safety in internet of vehicles using deep learning approach for real-time accident prediction and prevention,Wei X.,2024-01-01,5,212-223,10.1016/j.ijin.2024.05.002,SCOPUS_ID:85193258295
282,Spatiotemporal Analysis of Traffic Accidents Hotspots Using Twitter Data: The Case of Quezon City,Ugalino M.G.,2024-01-01,12977,,10.1117/12.3009662,SCOPUS_ID:85184517399
283,Identification of Urban Traffic Accident Hotspots Using Getis-Ord Gi and DBSCAN Algorithmsimes,Zhang L.,2024-01-01,,93-99,10.1109/CBASE64041.2024.10824615,SCOPUS_ID:85217167732
284,Integrating Predictive Analytics and Deep Learning for Vehicle Safety Incident Forecasting,Adike A.K.,2024-01-01,,,10.1109/ICSES63760.2024.10910455,SCOPUS_ID:105001407216
285,Spatial-Temporal Dynamic Graph Convolutional Network for Traffic Flow Forecasting,Fu Y.,2024-01-01,,1190-1193,10.1109/MCTE62870.2024.11117307,SCOPUS_ID:105016384205
286,Driver Behavior and Action Prediction in Human-Computer Interaction,Lai Z.,2024-01-01,,97-101,10.1109/AIoTC63215.2024.10748264,SCOPUS_ID:85211790528
287,Real-time Prediction of Traffic Accident Risk Focused on the Most Accident-Prone Zones,Mouaici M.,2024-01-01,,1299-1304,10.1109/CoDIT62066.2024.10708384,SCOPUS_ID:85208223618
288,Traffic Flow Forecasting Via Graph Transformers: A Deep Learning Approach,Gao Y.,2024-01-01,,768-772,10.1109/ICIRDC65564.2024.00143,SCOPUS_ID:105017676372
289,GRANP: A Graph Recurrent Attentive Neural Process Model for Vehicle Trajectory Prediction,Luo Y.,2024-01-01,,370-375,10.1109/IV55156.2024.10588741,SCOPUS_ID:85199792646
290,COOT-Optimized Real-Time Drowsiness Detection using GRU and Enhanced Deep Belief Networks for Advanced Driver Safety,Devi G.R.,2024-01-01,15,804-814,10.14569/IJACSA.2024.0150483,SCOPUS_ID:85192088124
291,Comparative Analysis of Machine Learning Models for Smart Pothole Detection: Enhancing Road Safety and Maintenance Efficiency,Dhanvanth Prasath M.P.,2024-01-01,,,10.1109/GCCIT63234.2024.10862602,SCOPUS_ID:85218411789
292,Driver’s Distraction Detection via Hybrid CNN-LSTM,Hemashree R.,2024-01-01,717 IFIPAICT,412-423,10.1007/978-3-031-69982-5_31,SCOPUS_ID:85207649452
293,CRNN-Based Eye Behavior Analysis for Drowsiness Detection,Kiran J.S.,2024-01-01,897,391-399,10.1007/978-981-99-9704-6_36,SCOPUS_ID:85186726858
294,Hybrid CNN-LSTM Machine Learning Algorithm for Driver Distraction Detection,Kothuri S.R.,2024-01-01,,,10.1109/ICICACS60521.2024.10498991,SCOPUS_ID:85191712358
295,Transferability of real-time EVT safety models: an investigation using autonomous vehicles data,Kamel A.,2024-01-01,,,10.1080/23249935.2024.2418458,SCOPUS_ID:85207378262
296,A Driver Fatigue Detection Framework with Convolutional Neural Network and Long Short-Term Memory Network,Bao R.,2024-01-01,2065 CCIS,283-297,10.1007/978-3-031-68639-9_18,SCOPUS_ID:85202288462
297,Real-Time Pedestrian Crossing Anticipation Based on an Action-Interaction Dual-Branch Network,Yang B.,2024-01-01,25,21021-21034,10.1109/TITS.2024.3454950,SCOPUS_ID:85207935093
298,A hybrid deep learning method for distracted driving risk prediction based on spatio-temporal driving behavior data,Fu X.,2024-01-01,12,,10.1080/21680566.2023.2297144,SCOPUS_ID:85181508899
299,EPAAMap: Enhanced Parallel Attention Aggregation HD Semantic Map in Complex Traffic Scenarios,Zhang J.,2024-01-01,,,10.1109/DSIT61374.2024.10880966,SCOPUS_ID:86000229577
300,Temporal dynamics of pedestrian injury severity: A seasonally constrained random parameters approach,Abdulrazaq M.A.,2024-01-01,,,10.1016/j.ijtst.2024.11.009,SCOPUS_ID:85212236252
301,Deep learning based algorithm for classifying pedestrian behavior at crosswalks,Li M.,2024-01-01,13396,,10.1117/12.3050750,SCOPUS_ID:85208827063
302,Real-Time Detection of Driver Distraction Using Hybrid Model VGG16 and Random Forest A Deep Learning Approach,Kshatri S.S.,2024-01-01,,,10.1109/ICAIQSA64000.2024.10882240,SCOPUS_ID:105000139496
303,The Real-Time Dynamic Prediction of Optimal Taxi Cruising Area Based on Deep Learning,Wang S.,2024-01-01,16,,10.3390/su16020866,SCOPUS_ID:85183449204
